Time shift [ms]	Auto-correlation
0.000000e+00	1.000000e+00
1.000000e-02	9.999542e-01
2.000000e-02	9.998171e-01
3.000000e-02	9.995890e-01
4.000000e-02	9.992706e-01
5.000000e-02	9.988630e-01
6.000000e-02	9.983674e-01
7.000000e-02	9.977854e-01
8.000000e-02	9.971185e-01
9.000000e-02	9.963689e-01
1.000000e-01	9.955387e-01
1.100000e-01	9.946300e-01
1.200000e-01	9.936454e-01
1.300000e-01	9.925874e-01
1.400000e-01	9.914586e-01
1.500000e-01	9.902617e-01
1.600000e-01	9.889996e-01
1.700000e-01	9.876748e-01
1.800000e-01	9.862904e-01
1.900000e-01	9.848489e-01
2.000000e-01	9.833531e-01
2.100000e-01	9.818057e-01
2.200000e-01	9.802094e-01
2.300000e-01	9.785667e-01
2.400000e-01	9.768800e-01
2.500000e-01	9.751519e-01
2.600000e-01	9.733845e-01
2.700000e-01	9.715802e-01
2.800000e-01	9.697410e-01
2.900000e-01	9.678690e-01
3.000000e-01	9.659661e-01
3.100000e-01	9.640341e-01
3.200000e-01	9.620748e-01
3.300000e-01	9.600897e-01
3.400000e-01	9.580806e-01
3.500000e-01	9.560487e-01
3.600000e-01	9.539955e-01
3.700000e-01	9.519223e-01
3.800000e-01	9.498303e-01
3.900000e-01	9.477205e-01
4.000000e-01	9.455942e-01
4.100000e-01	9.434522e-01
4.200000e-01	9.412956e-01
4.300000e-01	9.391251e-01
4.400000e-01	9.369417e-01
4.500000e-01	9.347460e-01
4.600000e-01	9.325388e-01
4.700000e-01	9.303208e-01
4.800000e-01	9.280925e-01
4.900000e-01	9.258546e-01
5.000000e-01	9.236077e-01
5.100000e-01	9.213521e-01
5.200000e-01	9.190885e-01
5.300000e-01	9.168171e-01
5.400000e-01	9.145386e-01
5.500000e-01	9.122532e-01
5.600000e-01	9.099612e-01
5.700000e-01	9.076632e-01
5.800000e-01	9.053592e-01
5.900000e-01	9.030498e-01
6.000000e-01	9.007350e-01
6.100000e-01	8.984153e-01
6.200000e-01	8.960907e-01
6.300000e-01	8.937616e-01
6.400000e-01	8.914281e-01
6.500000e-01	8.890905e-01
6.600000e-01	8.867489e-01
6.700000e-01	8.844036e-01
6.800000e-01	8.820545e-01
6.900000e-01	8.797020e-01
7.000000e-01	8.773461e-01
7.100000e-01	8.749870e-01
7.200000e-01	8.726247e-01
7.300000e-01	8.702595e-01
7.400000e-01	8.678913e-01
7.500000e-01	8.655204e-01
7.600000e-01	8.631468e-01
7.700000e-01	8.607705e-01
7.800000e-01	8.583917e-01
7.900000e-01	8.560104e-01
8.000000e-01	8.536267e-01
8.100000e-01	8.512407e-01
8.200000e-01	8.488524e-01
8.300000e-01	8.464619e-01
8.400000e-01	8.440692e-01
8.500000e-01	8.416745e-01
8.600000e-01	8.392776e-01
8.700000e-01	8.368787e-01
8.800000e-01	8.344778e-01
8.900000e-01	8.320749e-01
9.000000e-01	8.296702e-01
9.100000e-01	8.272635e-01
9.200000e-01	8.248550e-01
9.300000e-01	8.224447e-01
9.400000e-01	8.200326e-01
9.500000e-01	8.176187e-01
9.600000e-01	8.152031e-01
9.700000e-01	8.127858e-01
9.800000e-01	8.103667e-01
9.900000e-01	8.079461e-01
1.000000e+00	8.055237e-01
1.010000e+00	8.030997e-01
1.020000e+00	8.006742e-01
1.030000e+00	7.982470e-01
1.040000e+00	7.958183e-01
1.050000e+00	7.933880e-01
1.060000e+00	7.909562e-01
1.070000e+00	7.885229e-01
1.080000e+00	7.860881e-01
1.090000e+00	7.836518e-01
1.100000e+00	7.812140e-01
1.110000e+00	7.787748e-01
1.120000e+00	7.763342e-01
1.130000e+00	7.738921e-01
1.140000e+00	7.714486e-01
1.150000e+00	7.690037e-01
1.160000e+00	7.665575e-01
1.170000e+00	7.641099e-01
1.180000e+00	7.616609e-01
1.190000e+00	7.592106e-01
1.200000e+00	7.567590e-01
1.210000e+00	7.543061e-01
1.220000e+00	7.518519e-01
1.230000e+00	7.493964e-01
1.240000e+00	7.469396e-01
1.250000e+00	7.444816e-01
1.260000e+00	7.420224e-01
1.270000e+00	7.395619e-01
1.280000e+00	7.371002e-01
1.290000e+00	7.346373e-01
1.300000e+00	7.321732e-01
1.310000e+00	7.297079e-01
1.320000e+00	7.272414e-01
1.330000e+00	7.247738e-01
1.340000e+00	7.223050e-01
1.350000e+00	7.198351e-01
1.360000e+00	7.173640e-01
1.370000e+00	7.148918e-01
1.380000e+00	7.124185e-01
1.390000e+00	7.099442e-01
1.400000e+00	7.074687e-01
1.410000e+00	7.049921e-01
1.420000e+00	7.025144e-01
1.430000e+00	7.000357e-01
1.440000e+00	6.975559e-01
1.450000e+00	6.950751e-01
1.460000e+00	6.925932e-01
1.470000e+00	6.901103e-01
1.480000e+00	6.876263e-01
1.490000e+00	6.851414e-01
1.500000e+00	6.826554e-01
1.510000e+00	6.801685e-01
1.520000e+00	6.776805e-01
1.530000e+00	6.751915e-01
1.540000e+00	6.727016e-01
1.550000e+00	6.702107e-01
1.560000e+00	6.677188e-01
1.570000e+00	6.652260e-01
1.580000e+00	6.627322e-01
1.590000e+00	6.602375e-01
1.600000e+00	6.577418e-01
1.610000e+00	6.552452e-01
1.620000e+00	6.527477e-01
1.630000e+00	6.502492e-01
1.640000e+00	6.477498e-01
1.650000e+00	6.452495e-01
1.660000e+00	6.427483e-01
1.670000e+00	6.402462e-01
1.680000e+00	6.377432e-01
1.690000e+00	6.352393e-01
1.700000e+00	6.327346e-01
1.710000e+00	6.302289e-01
1.720000e+00	6.277224e-01
1.730000e+00	6.252150e-01
1.740000e+00	6.227067e-01
1.750000e+00	6.201976e-01
1.760000e+00	6.176876e-01
1.770000e+00	6.151767e-01
1.780000e+00	6.126650e-01
1.790000e+00	6.101525e-01
1.800000e+00	6.076391e-01
1.810000e+00	6.051249e-01
1.820000e+00	6.026099e-01
1.830000e+00	6.000941e-01
1.840000e+00	5.975774e-01
1.850000e+00	5.950600e-01
1.860000e+00	5.925418e-01
1.870000e+00	5.900228e-01
1.880000e+00	5.875030e-01
1.890000e+00	5.849824e-01
1.900000e+00	5.824611e-01
1.910000e+00	5.799391e-01
1.920000e+00	5.774163e-01
1.930000e+00	5.748928e-01
1.940000e+00	5.723686e-01
1.950000e+00	5.698437e-01
1.960000e+00	5.673180e-01
1.970000e+00	5.647917e-01
1.980000e+00	5.622647e-01
1.990000e+00	5.597371e-01
2.000000e+00	5.572087e-01
2.010000e+00	5.546797e-01
2.020000e+00	5.521501e-01
2.030000e+00	5.496198e-01
2.040000e+00	5.470888e-01
2.050000e+00	5.445572e-01
2.060000e+00	5.420249e-01
2.070000e+00	5.394921e-01
2.080000e+00	5.369585e-01
2.090000e+00	5.344244e-01
2.100000e+00	5.318896e-01
2.110000e+00	5.293541e-01
2.120000e+00	5.268180e-01
2.130000e+00	5.242813e-01
2.140000e+00	5.217439e-01
2.150000e+00	5.192059e-01
2.160000e+00	5.166673e-01
2.170000e+00	5.141280e-01
2.180000e+00	5.115881e-01
2.190000e+00	5.090475e-01
2.200000e+00	5.065063e-01
2.210000e+00	5.039645e-01
2.220000e+00	5.014220e-01
2.230000e+00	4.988789e-01
2.240000e+00	4.963351e-01
2.250000e+00	4.937908e-01
2.260000e+00	4.912458e-01
2.270000e+00	4.887001e-01
2.280000e+00	4.861539e-01
2.290000e+00	4.836070e-01
2.300000e+00	4.810596e-01
2.310000e+00	4.785115e-01
2.320000e+00	4.759628e-01
2.330000e+00	4.734136e-01
2.340000e+00	4.708637e-01
2.350000e+00	4.683133e-01
2.360000e+00	4.657624e-01
2.370000e+00	4.632108e-01
2.380000e+00	4.606587e-01
2.390000e+00	4.581061e-01
2.400000e+00	4.555529e-01
2.410000e+00	4.529992e-01
2.420000e+00	4.504449e-01
2.430000e+00	4.478902e-01
2.440000e+00	4.453349e-01
2.450000e+00	4.427791e-01
2.460000e+00	4.402228e-01
2.470000e+00	4.376660e-01
2.480000e+00	4.351088e-01
2.490000e+00	4.325510e-01
2.500000e+00	4.299928e-01
2.510000e+00	4.274341e-01
2.520000e+00	4.248749e-01
2.530000e+00	4.223153e-01
2.540000e+00	4.197552e-01
2.550000e+00	4.171946e-01
2.560000e+00	4.146336e-01
2.570000e+00	4.120722e-01
2.580000e+00	4.095103e-01
2.590000e+00	4.069479e-01
2.600000e+00	4.043851e-01
2.610000e+00	4.018218e-01
2.620000e+00	3.992581e-01
2.630000e+00	3.966940e-01
2.640000e+00	3.941294e-01
2.650000e+00	3.915643e-01
2.660000e+00	3.889989e-01
2.670000e+00	3.864330e-01
2.680000e+00	3.838666e-01
2.690000e+00	3.812999e-01
2.700000e+00	3.787327e-01
2.710000e+00	3.761651e-01
2.720000e+00	3.735970e-01
2.730000e+00	3.710285e-01
2.740000e+00	3.684597e-01
2.750000e+00	3.658903e-01
2.760000e+00	3.633206e-01
2.770000e+00	3.607504e-01
2.780000e+00	3.581798e-01
2.790000e+00	3.556088e-01
2.800000e+00	3.530373e-01
2.810000e+00	3.504654e-01
2.820000e+00	3.478931e-01
2.830000e+00	3.453204e-01
2.840000e+00	3.427472e-01
2.850000e+00	3.401736e-01
2.860000e+00	3.375996e-01
2.870000e+00	3.350251e-01
2.880000e+00	3.324503e-01
2.890000e+00	3.298750e-01
2.900000e+00	3.272994e-01
2.910000e+00	3.247233e-01
2.920000e+00	3.221469e-01
2.930000e+00	3.195701e-01
2.940000e+00	3.169929e-01
2.950000e+00	3.144153e-01
2.960000e+00	3.118374e-01
2.970000e+00	3.092592e-01
2.980000e+00	3.066806e-01
2.990000e+00	3.041017e-01
3.000000e+00	3.015225e-01
3.010000e+00	2.989429e-01
3.020000e+00	2.963630e-01
3.030000e+00	2.937829e-01
3.040000e+00	2.912024e-01
3.050000e+00	2.886216e-01
3.060000e+00	2.860406e-01
3.070000e+00	2.834592e-01
3.080000e+00	2.808775e-01
3.090000e+00	2.782956e-01
3.100000e+00	2.757133e-01
3.110000e+00	2.731308e-01
3.120000e+00	2.705479e-01
3.130000e+00	2.679648e-01
3.140000e+00	2.653813e-01
3.150000e+00	2.627976e-01
3.160000e+00	2.602136e-01
3.170000e+00	2.576293e-01
3.180000e+00	2.550447e-01
3.190000e+00	2.524598e-01
3.200000e+00	2.498746e-01
3.210000e+00	2.472892e-01
3.220000e+00	2.447034e-01
3.230000e+00	2.421174e-01
3.240000e+00	2.395310e-01
3.250000e+00	2.369444e-01
3.260000e+00	2.343575e-01
3.270000e+00	2.317703e-01
3.280000e+00	2.291828e-01
3.290000e+00	2.265951e-01
3.300000e+00	2.240071e-01
3.310000e+00	2.214188e-01
3.320000e+00	2.188302e-01
3.330000e+00	2.162414e-01
3.340000e+00	2.136523e-01
3.350000e+00	2.110630e-01
3.360000e+00	2.084734e-01
3.370000e+00	2.058835e-01
3.380000e+00	2.032934e-01
3.390000e+00	2.007031e-01
3.400000e+00	1.981125e-01
3.410000e+00	1.955217e-01
3.420000e+00	1.929307e-01
3.430000e+00	1.903395e-01
3.440000e+00	1.877480e-01
3.450000e+00	1.851563e-01
3.460000e+00	1.825644e-01
3.470000e+00	1.799724e-01
3.480000e+00	1.773801e-01
3.490000e+00	1.747875e-01
3.500000e+00	1.721948e-01
3.510000e+00	1.696019e-01
3.520000e+00	1.670088e-01
3.530000e+00	1.644154e-01
3.540000e+00	1.618218e-01
3.550000e+00	1.592281e-01
3.560000e+00	1.566341e-01
3.570000e+00	1.540398e-01
3.580000e+00	1.514454e-01
3.590000e+00	1.488507e-01
3.600000e+00	1.462558e-01
3.610000e+00	1.436606e-01
3.620000e+00	1.410653e-01
3.630000e+00	1.384697e-01
3.640000e+00	1.358739e-01
3.650000e+00	1.332779e-01
3.660000e+00	1.306816e-01
3.670000e+00	1.280852e-01
3.680000e+00	1.254886e-01
3.690000e+00	1.228918e-01
3.700000e+00	1.202948e-01
3.710000e+00	1.176976e-01
3.720000e+00	1.151002e-01
3.730000e+00	1.125027e-01
3.740000e+00	1.099050e-01
3.750000e+00	1.073072e-01
3.760000e+00	1.047092e-01
3.770000e+00	1.021111e-01
3.780000e+00	9.951284e-02
3.790000e+00	9.691446e-02
3.800000e+00	9.431596e-02
3.810000e+00	9.171734e-02
3.820000e+00	8.911862e-02
3.830000e+00	8.651979e-02
3.840000e+00	8.392087e-02
3.850000e+00	8.132186e-02
3.860000e+00	7.872278e-02
3.870000e+00	7.612361e-02
3.880000e+00	7.352438e-02
3.890000e+00	7.092509e-02
3.900000e+00	6.832573e-02
3.910000e+00	6.572632e-02
3.920000e+00	6.312685e-02
3.930000e+00	6.052733e-02
3.940000e+00	5.792775e-02
3.950000e+00	5.532811e-02
3.960000e+00	5.272842e-02
3.970000e+00	5.012866e-02
3.980000e+00	4.752884e-02
3.990000e+00	4.492895e-02
4.000000e+00	4.232899e-02
4.010000e+00	3.972894e-02
4.020000e+00	3.712881e-02
4.030000e+00	3.452860e-02
4.040000e+00	3.192829e-02
4.050000e+00	2.932788e-02
4.060000e+00	2.672738e-02
4.070000e+00	2.412677e-02
4.080000e+00	2.152606e-02
4.090000e+00	1.892524e-02
4.100000e+00	1.632432e-02
4.110000e+00	1.372330e-02
4.120000e+00	1.112218e-02
4.130000e+00	8.520960e-03
4.140000e+00	5.919649e-03
4.150000e+00	3.318251e-03
4.160000e+00	7.167728e-04
4.170000e+00	-1.884779e-03
4.180000e+00	-4.486398e-03
4.190000e+00	-7.088074e-03
4.200000e+00	-9.689799e-03
4.210000e+00	-1.229156e-02
4.220000e+00	-1.489336e-02
4.230000e+00	-1.749518e-02
4.240000e+00	-2.009701e-02
4.250000e+00	-2.269884e-02
4.260000e+00	-2.530067e-02
4.270000e+00	-2.790248e-02
4.280000e+00	-3.050427e-02
4.290000e+00	-3.310603e-02
4.300000e+00	-3.570775e-02
4.310000e+00	-3.830942e-02
4.320000e+00	-4.091103e-02
4.330000e+00	-4.351258e-02
4.340000e+00	-4.611406e-02
4.350000e+00	-4.871548e-02
4.360000e+00	-5.131681e-02
4.370000e+00	-5.391806e-02
4.380000e+00	-5.651923e-02
4.390000e+00	-5.912031e-02
4.400000e+00	-6.172131e-02
4.410000e+00	-6.432222e-02
4.420000e+00	-6.692304e-02
4.430000e+00	-6.952377e-02
4.440000e+00	-7.212442e-02
4.450000e+00	-7.472499e-02
4.460000e+00	-7.732548e-02
4.470000e+00	-7.992589e-02
4.480000e+00	-8.252623e-02
4.490000e+00	-8.512649e-02
4.500000e+00	-8.772670e-02
4.510000e+00	-9.032684e-02
4.520000e+00	-9.292693e-02
4.530000e+00	-9.552696e-02
4.540000e+00	-9.812695e-02
4.550000e+00	-1.007269e-01
4.560000e+00	-1.033268e-01
4.570000e+00	-1.059266e-01
4.580000e+00	-1.085264e-01
4.590000e+00	-1.111262e-01
4.600000e+00	-1.137259e-01
4.610000e+00	-1.163256e-01
4.620000e+00	-1.189253e-01
4.630000e+00	-1.215248e-01
4.640000e+00	-1.241243e-01
4.650000e+00	-1.267238e-01
4.660000e+00	-1.293231e-01
4.670000e+00	-1.319224e-01
4.680000e+00	-1.345216e-01
4.690000e+00	-1.371207e-01
4.700000e+00	-1.397196e-01
4.710000e+00	-1.423185e-01
4.720000e+00	-1.449172e-01
4.730000e+00	-1.475157e-01
4.740000e+00	-1.501141e-01
4.750000e+00	-1.527123e-01
4.760000e+00	-1.553103e-01
4.770000e+00	-1.579081e-01
4.780000e+00	-1.605057e-01
4.790000e+00	-1.631030e-01
4.800000e+00	-1.657002e-01
4.810000e+00	-1.682971e-01
4.820000e+00	-1.708937e-01
4.830000e+00	-1.734902e-01
4.840000e+00	-1.760864e-01
4.850000e+00	-1.786823e-01
4.860000e+00	-1.812780e-01
4.870000e+00	-1.838735e-01
4.880000e+00	-1.864687e-01
4.890000e+00	-1.890636e-01
4.900000e+00	-1.916583e-01
4.910000e+00	-1.942528e-01
4.920000e+00	-1.968471e-01
4.930000e+00	-1.994410e-01
4.940000e+00	-2.020348e-01
4.950000e+00	-2.046283e-01
4.960000e+00	-2.072216e-01
4.970000e+00	-2.098146e-01
4.980000e+00	-2.124074e-01
4.990000e+00	-2.150000e-01
5.000000e+00	-2.175923e-01
5.010000e+00	-2.201844e-01
5.020000e+00	-2.227763e-01
5.030000e+00	-2.253680e-01
5.040000e+00	-2.279594e-01
5.050000e+00	-2.305506e-01
5.060000e+00	-2.331416e-01
5.070000e+00	-2.357323e-01
5.080000e+00	-2.383229e-01
5.090000e+00	-2.409131e-01
5.100000e+00	-2.435031e-01
5.110000e+00	-2.460929e-01
5.120000e+00	-2.486824e-01
5.130000e+00	-2.512717e-01
5.140000e+00	-2.538607e-01
5.150000e+00	-2.564494e-01
5.160000e+00	-2.590378e-01
5.170000e+00	-2.616259e-01
5.180000e+00	-2.642137e-01
5.190000e+00	-2.668012e-01
5.200000e+00	-2.693884e-01
5.210000e+00	-2.719752e-01
5.220000e+00	-2.745617e-01
5.230000e+00	-2.771478e-01
5.240000e+00	-2.797335e-01
5.250000e+00	-2.823189e-01
5.260000e+00	-2.849038e-01
5.270000e+00	-2.874884e-01
5.280000e+00	-2.900726e-01
5.290000e+00	-2.926564e-01
5.300000e+00	-2.952398e-01
5.310000e+00	-2.978228e-01
5.320000e+00	-3.004054e-01
5.330000e+00	-3.029876e-01
5.340000e+00	-3.055694e-01
5.350000e+00	-3.081508e-01
5.360000e+00	-3.107319e-01
5.370000e+00	-3.133125e-01
5.380000e+00	-3.158928e-01
5.390000e+00	-3.184728e-01
5.400000e+00	-3.210523e-01
5.410000e+00	-3.236315e-01
5.420000e+00	-3.262104e-01
5.430000e+00	-3.287889e-01
5.440000e+00	-3.313670e-01
5.450000e+00	-3.339449e-01
5.460000e+00	-3.365223e-01
5.470000e+00	-3.390994e-01
5.480000e+00	-3.416762e-01
5.490000e+00	-3.442526e-01
5.500000e+00	-3.468286e-01
5.510000e+00	-3.494043e-01
5.520000e+00	-3.519796e-01
5.530000e+00	-3.545546e-01
5.540000e+00	-3.571291e-01
5.550000e+00	-3.597033e-01
5.560000e+00	-3.622772e-01
5.570000e+00	-3.648506e-01
5.580000e+00	-3.674237e-01
5.590000e+00	-3.699963e-01
5.600000e+00	-3.725686e-01
5.610000e+00	-3.751404e-01
5.620000e+00	-3.777118e-01
5.630000e+00	-3.802828e-01
5.640000e+00	-3.828534e-01
5.650000e+00	-3.854235e-01
5.660000e+00	-3.879931e-01
5.670000e+00	-3.905623e-01
5.680000e+00	-3.931310e-01
5.690000e+00	-3.956992e-01
5.700000e+00	-3.982670e-01
5.710000e+00	-4.008342e-01
5.720000e+00	-4.034010e-01
5.730000e+00	-4.059672e-01
5.740000e+00	-4.085330e-01
5.750000e+00	-4.110982e-01
5.760000e+00	-4.136629e-01
5.770000e+00	-4.162271e-01
5.780000e+00	-4.187908e-01
5.790000e+00	-4.213540e-01
5.800000e+00	-4.239167e-01
5.810000e+00	-4.264788e-01
5.820000e+00	-4.290405e-01
5.830000e+00	-4.316017e-01
5.840000e+00	-4.341623e-01
5.850000e+00	-4.367225e-01
5.860000e+00	-4.392821e-01
5.870000e+00	-4.418413e-01
5.880000e+00	-4.444000e-01
5.890000e+00	-4.469581e-01
5.900000e+00	-4.495158e-01
5.910000e+00	-4.520729e-01
5.920000e+00	-4.546295e-01
5.930000e+00	-4.571856e-01
5.940000e+00	-4.597412e-01
5.950000e+00	-4.622963e-01
5.960000e+00	-4.648508e-01
5.970000e+00	-4.674047e-01
5.980000e+00	-4.699581e-01
5.990000e+00	-4.725110e-01
6.000000e+00	-4.750633e-01
6.010000e+00	-4.776150e-01
6.020000e+00	-4.801661e-01
6.030000e+00	-4.827166e-01
6.040000e+00	-4.852665e-01
6.050000e+00	-4.878158e-01
6.060000e+00	-4.903645e-01
6.070000e+00	-4.929125e-01
6.080000e+00	-4.954599e-01
6.090000e+00	-4.980067e-01
6.100000e+00	-5.005528e-01
6.110000e+00	-5.030982e-01
6.120000e+00	-5.056429e-01
6.130000e+00	-5.081869e-01
6.140000e+00	-5.107301e-01
6.150000e+00	-5.132727e-01
6.160000e+00	-5.158145e-01
6.170000e+00	-5.183555e-01
6.180000e+00	-5.208957e-01
6.190000e+00	-5.234351e-01
6.200000e+00	-5.259736e-01
6.210000e+00	-5.285113e-01
6.220000e+00	-5.310481e-01
6.230000e+00	-5.335841e-01
6.240000e+00	-5.361190e-01
6.250000e+00	-5.386531e-01
6.260000e+00	-5.411861e-01
6.270000e+00	-5.437181e-01
6.280000e+00	-5.462491e-01
6.290000e+00	-5.487790e-01
6.300000e+00	-5.513078e-01
6.310000e+00	-5.538354e-01
6.320000e+00	-5.563619e-01
6.330000e+00	-5.588871e-01
6.340000e+00	-5.614110e-01
6.350000e+00	-5.639336e-01
6.360000e+00	-5.664549e-01
6.370000e+00	-5.689748e-01
6.380000e+00	-5.714931e-01
6.390000e+00	-5.740100e-01
6.400000e+00	-5.765253e-01
6.410000e+00	-5.790389e-01
6.420000e+00	-5.815508e-01
6.430000e+00	-5.840609e-01
6.440000e+00	-5.865691e-01
6.450000e+00	-5.890754e-01
6.460000e+00	-5.915796e-01
6.470000e+00	-5.940817e-01
6.480000e+00	-5.965816e-01
6.490000e+00	-5.990791e-01
6.500000e+00	-6.015741e-01
6.510000e+00	-6.040666e-01
6.520000e+00	-6.065563e-01
6.530000e+00	-6.090432e-01
6.540000e+00	-6.115272e-01
6.550000e+00	-6.140080e-01
6.560000e+00	-6.164856e-01
6.570000e+00	-6.189598e-01
6.580000e+00	-6.214304e-01
6.590000e+00	-6.238974e-01
6.600000e+00	-6.263605e-01
6.610000e+00	-6.288195e-01
6.620000e+00	-6.312744e-01
6.630000e+00	-6.337250e-01
6.640000e+00	-6.361710e-01
6.650000e+00	-6.386125e-01
6.660000e+00	-6.410491e-01
6.670000e+00	-6.434808e-01
6.680000e+00	-6.459074e-01
6.690000e+00	-6.483288e-01
6.700000e+00	-6.507448e-01
6.710000e+00	-6.531554e-01
6.720000e+00	-6.555604e-01
6.730000e+00	-6.579597e-01
6.740000e+00	-6.603532e-01
6.750000e+00	-6.627408e-01
6.760000e+00	-6.651224e-01
6.770000e+00	-6.674980e-01
6.780000e+00	-6.698675e-01
6.790000e+00	-6.722308e-01
6.800000e+00	-6.745879e-01
6.810000e+00	-6.769388e-01
6.820000e+00	-6.792833e-01
6.830000e+00	-6.816216e-01
6.840000e+00	-6.839535e-01
6.850000e+00	-6.862791e-01
6.860000e+00	-6.885984e-01
6.870000e+00	-6.909113e-01
6.880000e+00	-6.932179e-01
6.890000e+00	-6.955182e-01
6.900000e+00	-6.978121e-01
6.910000e+00	-7.000998e-01
6.920000e+00	-7.023811e-01
6.930000e+00	-7.046562e-01
6.940000e+00	-7.069250e-01
6.950000e+00	-7.091876e-01
6.960000e+00	-7.114440e-01
6.970000e+00	-7.136942e-01
6.980000e+00	-7.159382e-01
6.990000e+00	-7.181761e-01
7.000000e+00	-7.204077e-01
7.010000e+00	-7.226333e-01
7.020000e+00	-7.248527e-01
7.030000e+00	-7.270659e-01
7.040000e+00	-7.292730e-01
7.050000e+00	-7.314739e-01
7.060000e+00	-7.336687e-01
7.070000e+00	-7.358573e-01
7.080000e+00	-7.380397e-01
7.090000e+00	-7.402157e-01
7.100000e+00	-7.423855e-01
7.110000e+00	-7.445490e-01
7.120000e+00	-7.467060e-01
7.130000e+00	-7.488566e-01
7.140000e+00	-7.510005e-01
7.150000e+00	-7.531379e-01
7.160000e+00	-7.552685e-01
7.170000e+00	-7.573922e-01
7.180000e+00	-7.595089e-01
7.190000e+00	-7.616186e-01
7.200000e+00	-7.637210e-01
7.210000e+00	-7.658160e-01
7.220000e+00	-7.679034e-01
7.230000e+00	-7.699830e-01
7.240000e+00	-7.720547e-01
7.250000e+00	-7.741182e-01
7.260000e+00	-7.761733e-01
7.270000e+00	-7.782197e-01
7.280000e+00	-7.802573e-01
7.290000e+00	-7.822857e-01
7.300000e+00	-7.843045e-01
7.310000e+00	-7.863137e-01
7.320000e+00	-7.883127e-01
7.330000e+00	-7.903012e-01
7.340000e+00	-7.922790e-01
7.350000e+00	-7.942455e-01
7.360000e+00	-7.962005e-01
7.370000e+00	-7.981436e-01
7.380000e+00	-8.000742e-01
7.390000e+00	-8.019920e-01
7.400000e+00	-8.038965e-01
7.410000e+00	-8.057873e-01
7.420000e+00	-8.076639e-01
7.430000e+00	-8.095259e-01
7.440000e+00	-8.113727e-01
7.450000e+00	-8.132040e-01
7.460000e+00	-8.150191e-01
7.470000e+00	-8.168177e-01
7.480000e+00	-8.185992e-01
7.490000e+00	-8.203633e-01
7.500000e+00	-8.221093e-01
7.510000e+00	-8.238370e-01
7.520000e+00	-8.255459e-01
7.530000e+00	-8.272355e-01
7.540000e+00	-8.289055e-01
7.550000e+00	-8.305554e-01
7.560000e+00	-8.321850e-01
7.570000e+00	-8.337939e-01
7.580000e+00	-8.353818e-01
7.590000e+00	-8.369484e-01
7.600000e+00	-8.384934e-01
7.610000e+00	-8.400167e-01
7.620000e+00	-8.415181e-01
7.630000e+00	-8.429973e-01
7.640000e+00	-8.444541e-01
7.650000e+00	-8.458886e-01
7.660000e+00	-8.473005e-01
7.670000e+00	-8.486898e-01
7.680000e+00	-8.500564e-01
7.690000e+00	-8.514002e-01
7.700000e+00	-8.527213e-01
7.710000e+00	-8.540195e-01
7.720000e+00	-8.552950e-01
7.730000e+00	-8.565477e-01
7.740000e+00	-8.577775e-01
7.750000e+00	-8.589847e-01
7.760000e+00	-8.601691e-01
7.770000e+00	-8.613308e-01
7.780000e+00	-8.624698e-01
7.790000e+00	-8.635863e-01
7.800000e+00	-8.646802e-01
7.810000e+00	-8.657516e-01
7.820000e+00	-8.668005e-01
7.830000e+00	-8.678270e-01
7.840000e+00	-8.688311e-01
7.850000e+00	-8.698128e-01
7.860000e+00	-8.707722e-01
7.870000e+00	-8.717094e-01
7.880000e+00	-8.726243e-01
7.890000e+00	-8.735169e-01
7.900000e+00	-8.743873e-01
7.910000e+00	-8.752355e-01
7.920000e+00	-8.760614e-01
7.930000e+00	-8.768652e-01
7.940000e+00	-8.776467e-01
7.950000e+00	-8.784059e-01
7.960000e+00	-8.791429e-01
7.970000e+00	-8.798576e-01
7.980000e+00	-8.805501e-01
7.990000e+00	-8.812202e-01
8.000000e+00	-8.818679e-01
8.010000e+00	-8.824933e-01
8.020000e+00	-8.830963e-01
8.030000e+00	-8.836768e-01
8.040000e+00	-8.842349e-01
8.050000e+00	-8.847706e-01
8.060000e+00	-8.852838e-01
8.070000e+00	-8.857746e-01
8.080000e+00	-8.862429e-01
8.090000e+00	-8.866887e-01
8.100000e+00	-8.871122e-01
8.110000e+00	-8.875133e-01
8.120000e+00	-8.878920e-01
8.130000e+00	-8.882485e-01
8.140000e+00	-8.885828e-01
8.150000e+00	-8.888950e-01
8.160000e+00	-8.891851e-01
8.170000e+00	-8.894533e-01
8.180000e+00	-8.896996e-01
8.190000e+00	-8.899243e-01
8.200000e+00	-8.901274e-01
8.210000e+00	-8.903091e-01
8.220000e+00	-8.904694e-01
8.230000e+00	-8.906086e-01
8.240000e+00	-8.907269e-01
8.250000e+00	-8.908243e-01
8.260000e+00	-8.909010e-01
8.270000e+00	-8.909572e-01
8.280000e+00	-8.909930e-01
8.290000e+00	-8.910087e-01
8.300000e+00	-8.910043e-01
8.310000e+00	-8.909801e-01
8.320000e+00	-8.909362e-01
8.330000e+00	-8.908727e-01
8.340000e+00	-8.907897e-01
8.350000e+00	-8.906876e-01
8.360000e+00	-8.905663e-01
8.370000e+00	-8.904260e-01
8.380000e+00	-8.902669e-01
8.390000e+00	-8.900890e-01
8.400000e+00	-8.898925e-01
8.410000e+00	-8.896775e-01
8.420000e+00	-8.894440e-01
8.430000e+00	-8.891923e-01
8.440000e+00	-8.889223e-01
8.450000e+00	-8.886340e-01
8.460000e+00	-8.883277e-01
