Feedback strength \fb\n	x(t)
2.000000e-01	-5.521643e-13
2.000000e-01	-5.521643e-13
2.000000e-01	-5.521643e-13
2.000000e-01	-5.521643e-13
2.000000e-01	-5.521643e-13
2.000000e-01	-5.521643e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.400000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
2.800000e-01	-5.521677e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.200000e-01	-5.521574e-13
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
3.600000e-01	-1.104315e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.000000e-01	-1.104322e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.400000e-01	-1.104308e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
4.800000e-01	-1.104329e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.200000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
5.600000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.000000e-01	-1.104322e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.400000e-01	-1.104308e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
6.800000e-01	-2.208699e-12
