0.000000e+00	5.160389e+00	5.718053e+00	4.794332e+00
5.000000e-02	5.507150e+00	5.718053e+00	4.673748e+00
1.000000e-01	5.986930e+00	5.718053e+00	5.084072e+00
1.500000e-01	6.291023e+00	5.718053e+00	5.905096e+00
2.000000e-01	6.166203e+00	5.718053e+00	6.736331e+00
2.500000e-01	5.708375e+00	5.718053e+00	6.951768e+00
3.000000e-01	5.299442e+00	5.718053e+00	6.359054e+00
3.500000e-01	5.228813e+00	5.718053e+00	5.478182e+00
4.000000e-01	5.524170e+00	5.718053e+00	4.866700e+00
4.500000e-01	5.994322e+00	5.718053e+00	4.750461e+00
5.000000e-01	6.316681e+00	5.718053e+00	5.158063e+00
5.500000e-01	6.225170e+00	5.718053e+00	5.959527e+00
6.000000e-01	5.750876e+00	5.718053e+00	6.733423e+00
6.500000e-01	5.237419e+00	5.718053e+00	6.883049e+00
7.000000e-01	5.062286e+00	5.718053e+00	6.279044e+00
7.500000e-01	5.379813e+00	5.718053e+00	5.434744e+00
8.000000e-01	6.028152e+00	5.718053e+00	4.860767e+00
8.500000e-01	6.559706e+00	5.718053e+00	4.750900e+00
9.000000e-01	6.546670e+00	5.718053e+00	5.105813e+00
9.500000e-01	5.974859e+00	5.718053e+00	5.737179e+00
1.000000e+00	5.198029e+00	5.718053e+00	6.150901e+00
1.050000e+00	4.632117e+00	5.718053e+00	5.931661e+00
1.100000e+00	4.557285e+00	5.718053e+00	5.476620e+00
1.150000e+00	5.081186e+00	5.718053e+00	5.518502e+00
1.200000e+00	6.124026e+00	5.718053e+00	6.133405e+00
1.250000e+00	7.179346e+00	5.718053e+00	6.650589e+00
1.300000e+00	7.352327e+00	5.718053e+00	6.520478e+00
1.350000e+00	6.450050e+00	5.718053e+00	5.891994e+00
1.400000e+00	5.274304e+00	5.718053e+00	5.005618e+00
1.450000e+00	4.491083e+00	5.718053e+00	4.049872e+00
1.500000e+00	4.286472e+00	5.718053e+00	3.570430e+00
1.550000e+00	4.621796e+00	5.718053e+00	4.138850e+00
1.600000e+00	5.310591e+00	5.718053e+00	6.735186e+00
1.650000e+00	6.058671e+00	5.718053e+00	9.760225e+00
1.700000e+00	6.765574e+00	5.718053e+00	9.050824e+00
1.750000e+00	7.370781e+00	5.718053e+00	6.228159e+00
1.800000e+00	7.147693e+00	5.718053e+00	4.216312e+00
1.850000e+00	6.052617e+00	5.718053e+00	3.006944e+00
1.900000e+00	4.953598e+00	5.718053e+00	2.592079e+00
1.950000e+00	4.274789e+00	5.718053e+00	3.356156e+00
2.000000e+00	3.941924e+00	5.718053e+00	6.325170e+00
2.050000e+00	3.950908e+00	5.718053e+00	1.042976e+01
2.100000e+00	4.698584e+00	5.718053e+00	1.016660e+01
2.150000e+00	7.159222e+00	5.718053e+00	6.660214e+00
2.200000e+00	9.893735e+00	5.718053e+00	4.143381e+00
2.250000e+00	8.702827e+00	5.718053e+00	2.768987e+00
2.300000e+00	5.786123e+00	5.718053e+00	2.499613e+00
2.350000e+00	3.919432e+00	5.718053e+00	3.598121e+00
2.400000e+00	2.967440e+00	5.718053e+00	6.337752e+00
2.450000e+00	2.627843e+00	5.718053e+00	9.420756e+00
2.500000e+00	3.195827e+00	5.718053e+00	9.417983e+00
2.550000e+00	6.044439e+00	5.718053e+00	6.955801e+00
2.600000e+00	1.093424e+01	5.718053e+00	4.723322e+00
2.650000e+00	1.074414e+01	5.718053e+00	3.353075e+00
2.700000e+00	6.545842e+00	5.718053e+00	3.167696e+00
2.750000e+00	3.965430e+00	5.718053e+00	4.189764e+00
2.800000e+00	2.922058e+00	5.718053e+00	6.119903e+00
2.850000e+00	2.668447e+00	5.718053e+00	7.899384e+00
2.900000e+00	3.371259e+00	5.718053e+00	8.021256e+00
2.950000e+00	5.929716e+00	5.718053e+00	6.799145e+00
3.000000e+00	9.699365e+00	5.718053e+00	5.591030e+00
3.050000e+00	9.842277e+00	5.718053e+00	4.831985e+00
3.100000e+00	6.685479e+00	5.718053e+00	4.608460e+00
3.150000e+00	4.400068e+00	5.718053e+00	4.860515e+00
3.200000e+00	3.539562e+00	5.718053e+00	5.422248e+00
3.250000e+00	3.643032e+00	5.718053e+00	6.076602e+00
3.300000e+00	4.648077e+00	5.718053e+00	6.554146e+00
3.350000e+00	6.495433e+00	5.718053e+00	6.646157e+00
3.400000e+00	8.037888e+00	5.718053e+00	6.329558e+00
3.450000e+00	7.677916e+00	5.718053e+00	5.785954e+00
3.500000e+00	6.094264e+00	5.718053e+00	5.302811e+00
3.550000e+00	4.820073e+00	5.718053e+00	5.081119e+00
3.600000e+00	4.320307e+00	5.718053e+00	5.182769e+00
3.650000e+00	4.547827e+00	5.718053e+00	5.566883e+00
3.700000e+00	5.397753e+00	5.718053e+00	6.081666e+00
3.750000e+00	6.528123e+00	5.718053e+00	6.448546e+00
3.800000e+00	7.154939e+00	5.718053e+00	6.395161e+00
3.850000e+00	6.761460e+00	5.718053e+00	5.935877e+00
3.900000e+00	5.825456e+00	5.718053e+00	5.402938e+00
3.950000e+00	5.068273e+00	5.718053e+00	5.114517e+00
4.000000e+00	4.796901e+00	5.718053e+00	5.182782e+00
4.050000e+00	5.036750e+00	5.718053e+00	5.553427e+00
4.100000e+00	5.677552e+00	5.718053e+00	6.030907e+00
4.150000e+00	6.401435e+00	5.718053e+00	6.299694e+00
4.200000e+00	6.709344e+00	5.718053e+00	6.130184e+00
4.250000e+00	6.368522e+00	5.718053e+00	5.658653e+00
4.300000e+00	5.688644e+00	5.718053e+00	5.274651e+00
4.350000e+00	5.116359e+00	5.718053e+00	5.243551e+00
4.400000e+00	4.891151e+00	5.718053e+00	5.567997e+00
4.450000e+00	5.083039e+00	5.718053e+00	6.038906e+00
4.500000e+00	5.656128e+00	5.718053e+00	6.328590e+00
