Time [\fm\ns]	x(t)	feedback	x(t-\ft\n)+\ff\n	MZM-out
3.106000e+01	2.784626e-01	8.099514e-01	-1.827467e-01	7.050507e-01
3.108000e+01	2.704098e-01	8.063166e-01	-1.834943e-01	7.029063e-01
3.110000e+01	2.753145e-01	8.061597e-01	-1.837262e-01	7.022401e-01
3.112000e+01	2.665738e-01	8.080556e-01	-1.832361e-01	7.036474e-01
3.114000e+01	2.723104e-01	8.069744e-01	-1.831521e-01	7.038884e-01
3.116000e+01	2.684607e-01	8.084429e-01	-1.831357e-01	7.039355e-01
3.118000e+01	2.790334e-01	8.072500e-01	-1.835393e-01	7.027769e-01
3.120000e+01	2.658162e-01	8.058646e-01	-1.838967e-01	7.017503e-01
3.122000e+01	-2.461969e-01	2.942165e-01	-3.000573e-01	3.453204e-01
3.124000e+01	-2.417110e-01	2.961198e-01	-2.995417e-01	3.468613e-01
3.126000e+01	-2.356366e-01	2.977932e-01	-2.989740e-01	3.485602e-01
3.128000e+01	-2.380159e-01	2.962189e-01	-2.992723e-01	3.476674e-01
3.130000e+01	-2.386053e-01	2.970375e-01	-2.990754e-01	3.482565e-01
3.132000e+01	-2.436031e-01	2.981072e-01	-2.985709e-01	3.497676e-01
3.134000e+01	-2.392314e-01	2.963168e-01	-2.993525e-01	3.474273e-01
3.136000e+01	-2.415966e-01	2.966232e-01	-2.993451e-01	3.474495e-01
3.138000e+01	-2.375647e-01	2.979216e-01	-2.987988e-01	3.490848e-01
3.140000e+01	-2.428850e-01	2.976378e-01	-2.989967e-01	3.484923e-01
3.142000e+01	2.188538e-01	7.571790e-01	-2.457111e-01	5.134722e-01
3.144000e+01	2.149788e-01	7.568884e-01	-2.457199e-01	5.134448e-01
3.146000e+01	2.220956e-01	7.544896e-01	-2.467122e-01	5.103282e-01
3.148000e+01	2.225607e-01	7.586260e-01	-2.455202e-01	5.140718e-01
3.150000e+01	2.186567e-01	7.582141e-01	-2.454310e-01	5.143519e-01
3.152000e+01	2.258133e-01	7.574558e-01	-2.458224e-01	5.131227e-01
3.154000e+01	2.235913e-01	7.581245e-01	-2.456361e-01	5.137080e-01
3.156000e+01	2.237400e-01	7.575322e-01	-2.455165e-01	5.140835e-01
3.158000e+01	2.237539e-01	7.594487e-01	-2.453002e-01	5.147626e-01
3.160000e+01	2.240140e-01	7.575369e-01	-2.457844e-01	5.132422e-01
3.162000e+01	3.313584e-02	5.713818e-01	-1.946294e-01	6.704641e-01
3.164000e+01	3.047559e-02	5.707720e-01	-1.951475e-01	6.689330e-01
3.166000e+01	3.759562e-02	5.728271e-01	-1.940962e-01	6.720379e-01
3.168000e+01	3.351645e-02	5.705687e-01	-1.951110e-01	6.690408e-01
3.170000e+01	2.898349e-02	5.708465e-01	-1.948160e-01	6.699128e-01
3.172000e+01	2.961748e-02	5.698718e-01	-1.952965e-01	6.684923e-01
3.174000e+01	2.758954e-02	5.711495e-01	-1.947780e-01	6.700250e-01
3.176000e+01	3.430875e-02	5.720095e-01	-1.944339e-01	6.710412e-01
3.178000e+01	3.495396e-02	5.694556e-01	-1.954041e-01	6.681741e-01
3.180000e+01	3.365747e-02	5.713135e-01	-1.945960e-01	6.705626e-01
3.182000e+01	-2.333561e-01	3.071043e-01	-2.230975e-01	5.841147e-01
3.184000e+01	-2.254587e-01	3.081408e-01	-2.225197e-01	5.859035e-01
3.186000e+01	-2.345543e-01	3.071400e-01	-2.228880e-01	5.847634e-01
3.188000e+01	-2.294605e-01	3.075498e-01	-2.227401e-01	5.852215e-01
3.190000e+01	-2.273973e-01	3.066983e-01	-2.233250e-01	5.834101e-01
3.192000e+01	-2.320667e-01	3.071281e-01	-2.229751e-01	5.844939e-01
3.194000e+01	-2.263063e-01	3.069953e-01	-2.230527e-01	5.842536e-01
3.196000e+01	-2.308565e-01	3.068828e-01	-2.233051e-01	5.834719e-01
3.198000e+01	-2.250795e-01	3.077757e-01	-2.226395e-01	5.855328e-01
3.200000e+01	-2.314833e-01	3.076576e-01	-2.226379e-01	5.855377e-01
3.202000e+01	-9.812765e-02	4.346761e-01	-2.468195e-01	5.099911e-01
3.204000e+01	-9.846578e-02	4.385160e-01	-2.453398e-01	5.146384e-01
3.206000e+01	-9.916290e-02	4.378575e-01	-2.457313e-01	5.134088e-01
3.208000e+01	-9.813748e-02	4.368994e-01	-2.458668e-01	5.129834e-01
3.210000e+01	-9.879406e-02	4.368760e-01	-2.458594e-01	5.130065e-01
3.212000e+01	-9.678594e-02	4.387597e-01	-2.454989e-01	5.141386e-01
3.214000e+01	-9.643641e-02	4.374942e-01	-2.458362e-01	5.130793e-01
3.216000e+01	-1.014145e-01	4.374719e-01	-2.457927e-01	5.132162e-01
3.218000e+01	-9.760431e-02	4.372609e-01	-2.457188e-01	5.134481e-01
3.220000e+01	-1.001671e-01	4.380439e-01	-2.454771e-01	5.142073e-01
3.222000e+01	3.845933e-02	5.715145e-01	-1.943892e-01	6.711731e-01
3.224000e+01	3.758462e-02	5.720291e-01	-1.943416e-01	6.713137e-01
3.226000e+01	3.573370e-02	5.722009e-01	-1.942352e-01	6.716278e-01
3.228000e+01	3.780397e-02	5.709928e-01	-1.948508e-01	6.698098e-01
3.230000e+01	4.265275e-02	5.726325e-01	-1.943162e-01	6.713886e-01
3.232000e+01	3.498534e-02	5.701326e-01	-1.951610e-01	6.688931e-01
3.234000e+01	3.543678e-02	5.716908e-01	-1.945884e-01	6.705849e-01
3.236000e+01	3.575992e-02	5.705359e-01	-1.948982e-01	6.696699e-01
3.238000e+01	3.403287e-02	5.706358e-01	-1.947749e-01	6.700342e-01
3.240000e+01	3.518731e-02	5.713242e-01	-1.946131e-01	6.705120e-01
3.242000e+01	-2.352143e-01	3.009710e-01	-2.267432e-01	5.728037e-01
3.244000e+01	-2.395740e-01	3.000064e-01	-2.272159e-01	5.713342e-01
3.246000e+01	-2.341002e-01	3.014264e-01	-2.263762e-01	5.739441e-01
3.248000e+01	-2.353581e-01	3.011629e-01	-2.265165e-01	5.735083e-01
3.250000e+01	-2.311677e-01	3.014855e-01	-2.266587e-01	5.730664e-01
3.252000e+01	-2.347399e-01	3.019908e-01	-2.259627e-01	5.752286e-01
3.254000e+01	-2.339137e-01	3.013106e-01	-2.266173e-01	5.731950e-01
3.256000e+01	-2.255492e-01	3.001641e-01	-2.270458e-01	5.718630e-01
3.258000e+01	-2.354254e-01	3.012104e-01	-2.265730e-01	5.733325e-01
3.260000e+01	-2.359977e-01	3.000841e-01	-2.273532e-01	5.709073e-01
3.262000e+01	-3.522911e-02	4.985978e-01	-2.228421e-01	5.849057e-01
3.264000e+01	-3.715116e-02	4.979609e-01	-2.230247e-01	5.843403e-01
3.266000e+01	-3.749506e-02	4.989746e-01	-2.228639e-01	5.848380e-01
3.268000e+01	-3.699280e-02	4.976537e-01	-2.232901e-01	5.835183e-01
3.270000e+01	-3.652079e-02	4.978730e-01	-2.230426e-01	5.842847e-01
3.272000e+01	-3.354321e-02	4.989697e-01	-2.226321e-01	5.855558e-01
3.274000e+01	-3.503396e-02	4.995255e-01	-2.223504e-01	5.864275e-01
3.276000e+01	-3.620317e-02	4.990446e-01	-2.225589e-01	5.857823e-01
3.278000e+01	-3.617084e-02	4.989002e-01	-2.226815e-01	5.854029e-01
3.280000e+01	-3.515807e-02	4.987824e-01	-2.225341e-01	5.858591e-01
3.282000e+01	-9.126051e-02	4.368710e-01	-2.459357e-01	5.127670e-01
3.284000e+01	-8.966545e-02	4.383993e-01	-2.455339e-01	5.140289e-01
3.286000e+01	-9.942310e-02	4.377694e-01	-2.455262e-01	5.140531e-01
3.288000e+01	-1.018200e-01	4.376576e-01	-2.458276e-01	5.131064e-01
3.290000e+01	-9.788957e-02	4.364021e-01	-2.462004e-01	5.119356e-01
3.292000e+01	-9.562865e-02	4.378340e-01	-2.456312e-01	5.137232e-01
3.294000e+01	-9.459147e-02	4.383019e-01	-2.455286e-01	5.140455e-01
3.296000e+01	-9.435166e-02	4.386155e-01	-2.452049e-01	5.150621e-01
3.298000e+01	-8.789751e-02	4.391065e-01	-2.452938e-01	5.147829e-01
3.300000e+01	-9.173921e-02	4.375298e-01	-2.457931e-01	5.132147e-01
3.302000e+01	-3.233531e-02	5.010805e-01	-2.220758e-01	5.872769e-01
3.304000e+01	-3.054636e-02	5.004661e-01	-2.220734e-01	5.872845e-01
3.306000e+01	-3.161007e-02	5.032851e-01	-2.211860e-01	5.900281e-01
3.308000e+01	-2.927633e-02	4.996849e-01	-2.223299e-01	5.864909e-01
3.310000e+01	-3.595549e-02	5.003780e-01	-2.224140e-01	5.862306e-01
3.312000e+01	-3.044808e-02	5.014779e-01	-2.218680e-01	5.879197e-01
3.314000e+01	-3.186925e-02	5.024063e-01	-2.215064e-01	5.890379e-01
3.316000e+01	-2.898416e-02	5.010268e-01	-2.217802e-01	5.881913e-01
3.318000e+01	-3.277881e-02	5.013614e-01	-2.217056e-01	5.884220e-01
3.320000e+01	-3.807028e-02	5.016452e-01	-2.213723e-01	5.894523e-01
3.322000e+01	-2.259535e-01	3.066564e-01	-2.232886e-01	5.835231e-01
3.324000e+01	-2.242801e-01	3.079827e-01	-2.223662e-01	5.863785e-01
3.326000e+01	-2.266425e-01	3.076653e-01	-2.227923e-01	5.850598e-01
3.328000e+01	-2.245047e-01	3.075280e-01	-2.226837e-01	5.853960e-01
3.330000e+01	-2.253733e-01	3.077649e-01	-2.225861e-01	5.856981e-01
3.332000e+01	-2.233888e-01	3.070207e-01	-2.230449e-01	5.842775e-01
3.334000e+01	-2.251009e-01	3.076656e-01	-2.227203e-01	5.852827e-01
3.336000e+01	-2.276934e-01	3.068504e-01	-2.232038e-01	5.837855e-01
3.338000e+01	-2.265846e-01	3.064107e-01	-2.232736e-01	5.835693e-01
3.340000e+01	-2.241541e-01	3.088469e-01	-2.219933e-01	5.875321e-01
3.342000e+01	-7.845555e-02	4.540093e-01	-1.203098e-01	8.638174e-01
3.344000e+01	-7.659532e-02	4.538092e-01	-1.205952e-01	8.632018e-01
3.346000e+01	-7.450103e-02	4.535946e-01	-1.206642e-01	8.630528e-01
3.348000e+01	-7.891311e-02	4.537303e-01	-1.204463e-01	8.635232e-01
3.350000e+01	-8.139086e-02	4.546317e-01	-1.196819e-01	8.651676e-01
3.352000e+01	-7.927264e-02	4.530167e-01	-1.211159e-01	8.620756e-01
3.354000e+01	-7.564319e-02	4.528635e-01	-1.212001e-01	8.618930e-01
3.356000e+01	-7.530177e-02	4.524370e-01	-1.216939e-01	8.608210e-01
3.358000e+01	-7.936255e-02	4.526144e-01	-1.214433e-01	8.613655e-01
3.360000e+01	-8.094874e-02	4.526086e-01	-1.215149e-01	8.612099e-01
3.362000e+01	-3.558578e-01	1.803658e-01	-3.009904e-01	3.425355e-01
3.364000e+01	-3.521670e-01	1.796285e-01	-3.012508e-01	3.417593e-01
3.366000e+01	-3.541633e-01	1.804240e-01	-3.007105e-01	3.433703e-01
3.368000e+01	-3.507968e-01	1.795133e-01	-3.013537e-01	3.414524e-01
3.370000e+01	-3.529944e-01	1.799342e-01	-3.009927e-01	3.425284e-01
3.372000e+01	-3.533483e-01	1.800829e-01	-3.008531e-01	3.429450e-01
3.374000e+01	-3.411053e-01	1.805415e-01	-3.005027e-01	3.439903e-01
3.376000e+01	-3.529864e-01	1.794647e-01	-3.012308e-01	3.418187e-01
3.378000e+01	-3.508951e-01	1.801813e-01	-3.009631e-01	3.426168e-01
3.380000e+01	-3.466288e-01	1.800448e-01	-3.008479e-01	3.429603e-01
3.382000e+01	6.412503e-01	1.171936e+00	-1.496381e-01	7.948117e-01
3.384000e+01	6.436191e-01	1.175205e+00	-1.489059e-01	7.966663e-01
3.386000e+01	6.438625e-01	1.171684e+00	-1.495692e-01	7.949865e-01
3.388000e+01	6.473896e-01	1.172560e+00	-1.492767e-01	7.957280e-01
3.390000e+01	6.348153e-01	1.172140e+00	-1.494764e-01	7.952218e-01
3.392000e+01	6.383236e-01	1.171994e+00	-1.495260e-01	7.950961e-01
3.394000e+01	6.408833e-01	1.171558e+00	-1.496098e-01	7.948835e-01
3.396000e+01	6.410903e-01	1.170091e+00	-1.498451e-01	7.942861e-01
3.398000e+01	6.380880e-01	1.171835e+00	-1.497474e-01	7.945341e-01
3.400000e+01	6.377129e-01	1.168294e+00	-1.504899e-01	7.926461e-01
3.402000e+01	-3.118878e-01	2.175919e-01	-2.775940e-01	4.137446e-01
3.404000e+01	-3.183032e-01	2.172021e-01	-2.777721e-01	4.131934e-01
3.406000e+01	-3.177839e-01	2.176552e-01	-2.773575e-01	4.144764e-01
3.408000e+01	-3.073720e-01	2.178001e-01	-2.773745e-01	4.144238e-01
3.410000e+01	-3.164113e-01	2.165440e-01	-2.780389e-01	4.123681e-01
3.412000e+01	-3.158187e-01	2.171811e-01	-2.775564e-01	4.138609e-01
3.414000e+01	-3.136353e-01	2.170848e-01	-2.777998e-01	4.131079e-01
3.416000e+01	-3.144855e-01	2.175535e-01	-2.773309e-01	4.145588e-01
3.418000e+01	-3.118705e-01	2.170283e-01	-2.777704e-01	4.131989e-01
3.420000e+01	-3.124250e-01	2.186633e-01	-2.766638e-01	4.166246e-01
3.422000e+01	1.963773e-01	7.245965e-01	-2.075658e-01	6.317371e-01
3.424000e+01	1.975087e-01	7.274596e-01	-2.069137e-01	6.337123e-01
3.426000e+01	1.994923e-01	7.263568e-01	-2.072408e-01	6.327218e-01
3.428000e+01	1.953084e-01	7.272832e-01	-2.068182e-01	6.340014e-01
3.430000e+01	1.913629e-01	7.266009e-01	-2.069913e-01	6.334773e-01
3.432000e+01	1.958048e-01	7.272261e-01	-2.070222e-01	6.333837e-01
3.434000e+01	1.928022e-01	7.234112e-01	-2.079084e-01	6.306985e-01
3.436000e+01	1.958028e-01	7.262674e-01	-2.072325e-01	6.327470e-01
3.438000e+01	1.918393e-01	7.260282e-01	-2.070805e-01	6.332073e-01
3.440000e+01	1.985401e-01	7.267953e-01	-2.071611e-01	6.329633e-01
3.442000e+01	-1.479182e-01	3.815172e-01	-1.753686e-01	7.259628e-01
3.444000e+01	-1.487025e-01	3.815560e-01	-1.754919e-01	7.256174e-01
3.446000e+01	-1.500837e-01	3.803890e-01	-1.761348e-01	7.238129e-01
3.448000e+01	-1.518372e-01	3.814185e-01	-1.751882e-01	7.264683e-01
3.450000e+01	-1.523087e-01	3.808025e-01	-1.757735e-01	7.248275e-01
3.452000e+01	-1.481600e-01	3.818095e-01	-1.752823e-01	7.262047e-01
3.454000e+01	-1.518765e-01	3.808746e-01	-1.756571e-01	7.251539e-01
3.456000e+01	-1.514231e-01	3.813780e-01	-1.753982e-01	7.258798e-01
3.458000e+01	-1.444711e-01	3.809819e-01	-1.760152e-01	7.241489e-01
3.460000e+01	-1.465832e-01	3.801354e-01	-1.762953e-01	7.233619e-01
3.462000e+01	-2.428284e-01	2.897483e-01	-3.016909e-01	3.404482e-01
3.464000e+01	-2.379553e-01	2.910630e-01	-3.013159e-01	3.415653e-01
3.466000e+01	-2.380819e-01	2.915677e-01	-3.010784e-01	3.422731e-01
3.468000e+01	-2.357578e-01	2.905873e-01	-3.015042e-01	3.410040e-01
3.470000e+01	-2.395476e-01	2.916570e-01	-3.012404e-01	3.417901e-01
3.472000e+01	-2.401756e-01	2.889202e-01	-3.021766e-01	3.390029e-01
3.474000e+01	-2.378687e-01	2.910667e-01	-3.011172e-01	3.421572e-01
3.476000e+01	-2.365461e-01	2.911625e-01	-3.013241e-01	3.415406e-01
3.478000e+01	-2.409657e-01	2.915735e-01	-3.010314e-01	3.424131e-01
3.480000e+01	-2.381792e-01	2.907708e-01	-3.016441e-01	3.405876e-01
3.482000e+01	7.370882e-01	1.269353e+00	-1.216350e-01	8.609489e-01
3.484000e+01	7.408461e-01	1.271412e+00	-1.209605e-01	8.624120e-01
3.486000e+01	7.369918e-01	1.269547e+00	-1.216890e-01	8.608315e-01
3.488000e+01	7.363516e-01	1.269550e+00	-1.215501e-01	8.611334e-01
3.490000e+01	7.372473e-01	1.267057e+00	-1.223472e-01	8.593971e-01
3.492000e+01	7.373273e-01	1.267553e+00	-1.221710e-01	8.597817e-01
3.494000e+01	7.389048e-01	1.268740e+00	-1.218653e-01	8.604479e-01
3.496000e+01	7.314281e-01	1.267621e+00	-1.220661e-01	8.600104e-01
3.498000e+01	7.325940e-01	1.266320e+00	-1.227457e-01	8.585256e-01
3.500000e+01	7.367059e-01	1.267639e+00	-1.221187e-01	8.598957e-01
3.502000e+01	-3.541139e-01	1.778558e-01	-3.023249e-01	3.385620e-01
3.504000e+01	-3.540556e-01	1.781877e-01	-3.021292e-01	3.391438e-01
3.506000e+01	-3.570342e-01	1.788272e-01	-3.018141e-01	3.400814e-01
3.508000e+01	-3.543619e-01	1.783878e-01	-3.020352e-01	3.394236e-01
3.510000e+01	-3.515237e-01	1.785099e-01	-3.019563e-01	3.396582e-01
3.512000e+01	-3.549279e-01	1.784716e-01	-3.021517e-01	3.390770e-01
3.514000e+01	-3.550209e-01	1.791714e-01	-3.016342e-01	3.406170e-01
3.516000e+01	-3.527706e-01	1.784278e-01	-3.019280e-01	3.397424e-01
3.518000e+01	-3.520279e-01	1.786605e-01	-3.018677e-01	3.399219e-01
3.520000e+01	-3.542085e-01	1.790083e-01	-3.016066e-01	3.406992e-01
3.522000e+01	4.231935e-01	9.544380e-01	-2.024474e-01	6.471781e-01
3.524000e+01	4.181251e-01	9.556857e-01	-2.020874e-01	6.482585e-01
3.526000e+01	4.203206e-01	9.521628e-01	-2.026798e-01	6.464802e-01
3.528000e+01	4.182890e-01	9.531002e-01	-2.026149e-01	6.466751e-01
3.530000e+01	4.198228e-01	9.517547e-01	-2.029281e-01	6.457342e-01
3.532000e+01	4.222339e-01	9.549234e-01	-2.026929e-01	6.464408e-01
3.534000e+01	4.184836e-01	9.552045e-01	-2.023333e-01	6.475205e-01
3.536000e+01	4.200259e-01	9.519977e-01	-2.028866e-01	6.458590e-01
3.538000e+01	4.189329e-01	9.535472e-01	-2.026029e-01	6.467111e-01
3.540000e+01	4.200697e-01	9.563915e-01	-2.020226e-01	6.484530e-01
3.542000e+01	-1.848082e-01	3.507923e-01	-1.956650e-01	6.674018e-01
3.544000e+01	-1.840811e-01	3.501216e-01	-1.959626e-01	6.665205e-01
3.546000e+01	-1.854127e-01	3.507604e-01	-1.957343e-01	6.671967e-01
3.548000e+01	-1.826550e-01	3.504291e-01	-1.959545e-01	6.665447e-01
3.550000e+01	-1.829643e-01	3.502606e-01	-1.957068e-01	6.672782e-01
3.552000e+01	-1.848980e-01	3.502147e-01	-1.960744e-01	6.661894e-01
3.554000e+01	-1.832161e-01	3.495145e-01	-1.964480e-01	6.650819e-01
3.556000e+01	-1.846286e-01	3.511705e-01	-1.954732e-01	6.679695e-01
3.558000e+01	-1.825911e-01	3.488191e-01	-1.968891e-01	6.637733e-01
3.560000e+01	-1.840213e-01	3.500763e-01	-1.960347e-01	6.663068e-01
3.562000e+01	-1.859243e-01	3.514175e-01	-2.779391e-01	4.126768e-01
3.564000e+01	-1.831439e-01	3.511395e-01	-2.780860e-01	4.122225e-01
3.566000e+01	-1.823685e-01	3.491689e-01	-2.788128e-01	4.099755e-01
3.568000e+01	-1.861710e-01	3.506174e-01	-2.783564e-01	4.113862e-01
3.570000e+01	-1.773767e-01	3.505487e-01	-2.782669e-01	4.116631e-01
3.572000e+01	-1.871733e-01	3.513237e-01	-2.780935e-01	4.121991e-01
3.574000e+01	-1.844782e-01	3.506410e-01	-2.781109e-01	4.121454e-01
3.576000e+01	-1.763503e-01	3.511049e-01	-2.781252e-01	4.121011e-01
3.578000e+01	-1.900228e-01	3.499457e-01	-2.784069e-01	4.112303e-01
3.580000e+01	-1.818348e-01	3.518390e-01	-2.776467e-01	4.135815e-01
3.582000e+01	2.105269e-01	7.407487e-01	-2.030377e-01	6.454046e-01
3.584000e+01	2.076804e-01	7.416590e-01	-2.025695e-01	6.468115e-01
3.586000e+01	2.072922e-01	7.430138e-01	-2.024329e-01	6.472218e-01
3.588000e+01	2.101715e-01	7.424496e-01	-2.025504e-01	6.468689e-01
3.590000e+01	2.057727e-01	7.405125e-01	-2.031641e-01	6.450247e-01
3.592000e+01	2.102809e-01	7.409353e-01	-2.029523e-01	6.456614e-01
3.594000e+01	2.045919e-01	7.421942e-01	-2.027619e-01	6.462336e-01
3.596000e+01	2.089818e-01	7.418286e-01	-2.026213e-01	6.466558e-01
3.598000e+01	2.058456e-01	7.401807e-01	-2.030801e-01	6.452772e-01
3.600000e+01	2.099781e-01	7.408828e-01	-2.030305e-01	6.454263e-01
3.602000e+01	-2.305656e-01	3.099144e-01	-2.212368e-01	5.898712e-01
3.604000e+01	-2.259152e-01	3.089900e-01	-2.217978e-01	5.881369e-01
3.606000e+01	-2.281699e-01	3.089515e-01	-2.217902e-01	5.881604e-01
3.608000e+01	-2.275100e-01	3.108727e-01	-2.207331e-01	5.914274e-01
3.610000e+01	-2.268979e-01	3.097375e-01	-2.212104e-01	5.899529e-01
3.612000e+01	-2.250385e-01	3.086457e-01	-2.220709e-01	5.872923e-01
3.614000e+01	-2.245762e-01	3.092336e-01	-2.216127e-01	5.887092e-01
3.616000e+01	-2.237022e-01	3.097439e-01	-2.213129e-01	5.896361e-01
3.618000e+01	-2.246893e-01	3.097482e-01	-2.214935e-01	5.890778e-01
3.620000e+01	-2.209285e-01	3.094345e-01	-2.215617e-01	5.888670e-01
3.622000e+01	-1.252690e-01	4.096068e-01	-2.562470e-01	4.803794e-01
3.624000e+01	-1.244438e-01	4.089167e-01	-2.562899e-01	4.802447e-01
3.626000e+01	-1.212806e-01	4.088974e-01	-2.563676e-01	4.800009e-01
3.628000e+01	-1.202436e-01	4.087941e-01	-2.565535e-01	4.794173e-01
3.630000e+01	-1.224859e-01	4.087718e-01	-2.566540e-01	4.791021e-01
3.632000e+01	-1.229544e-01	4.087522e-01	-2.565488e-01	4.794321e-01
3.634000e+01	-1.227924e-01	4.086326e-01	-2.565897e-01	4.793039e-01
3.636000e+01	-1.201506e-01	4.091509e-01	-2.564073e-01	4.798762e-01
3.638000e+01	-1.249356e-01	4.103518e-01	-2.559001e-01	4.814686e-01
3.640000e+01	-1.264052e-01	4.085376e-01	-2.564619e-01	4.797050e-01
3.642000e+01	-1.397486e-01	3.922436e-01	-3.013907e-01	3.413422e-01
3.644000e+01	-1.388592e-01	3.911423e-01	-3.015730e-01	3.407994e-01
3.646000e+01	-1.417529e-01	3.929991e-01	-3.010596e-01	3.423291e-01
3.648000e+01	-1.451531e-01	3.936497e-01	-3.008345e-01	3.430003e-01
3.650000e+01	-1.367751e-01	3.920696e-01	-3.013730e-01	3.413949e-01
3.652000e+01	-1.410323e-01	3.916701e-01	-3.016283e-01	3.406345e-01
3.654000e+01	-1.375439e-01	3.945283e-01	-3.007527e-01	3.432443e-01
3.656000e+01	-1.433448e-01	3.894730e-01	-3.022702e-01	3.387245e-01
3.658000e+01	-1.377128e-01	3.927213e-01	-3.010472e-01	3.423661e-01
3.660000e+01	-1.454600e-01	3.921967e-01	-3.012720e-01	3.416960e-01
3.662000e+01	1.779331e-01	7.076369e-01	-2.563924e-01	4.799231e-01
3.664000e+01	1.828681e-01	7.123289e-01	-2.555225e-01	4.826539e-01
3.666000e+01	1.759242e-01	7.054202e-01	-2.568260e-01	4.785619e-01
3.668000e+01	1.835017e-01	7.094056e-01	-2.557682e-01	4.818827e-01
3.670000e+01	1.790230e-01	7.109681e-01	-2.555936e-01	4.824308e-01
3.672000e+01	1.762341e-01	7.105538e-01	-2.557307e-01	4.820004e-01
3.674000e+01	1.817304e-01	7.083036e-01	-2.563877e-01	4.799379e-01
3.676000e+01	1.850981e-01	7.098537e-01	-2.558578e-01	4.816015e-01
3.678000e+01	1.773289e-01	7.069341e-01	-2.563939e-01	4.799184e-01
3.680000e+01	1.772165e-01	7.095161e-01	-2.558871e-01	4.815092e-01
3.682000e+01	-1.381873e-01	3.955808e-01	-3.003928e-01	3.443183e-01
3.684000e+01	-1.342754e-01	3.962845e-01	-3.000594e-01	3.453139e-01
3.686000e+01	-1.334527e-01	3.945738e-01	-3.006365e-01	3.435909e-01
3.688000e+01	-1.306223e-01	3.952094e-01	-3.003451e-01	3.444607e-01
3.690000e+01	-1.382146e-01	3.954174e-01	-3.004396e-01	3.441787e-01
3.692000e+01	-1.325584e-01	3.959605e-01	-3.002979e-01	3.446018e-01
3.694000e+01	-1.367140e-01	3.952335e-01	-3.002971e-01	3.446042e-01
3.696000e+01	-1.318757e-01	3.974635e-01	-2.998949e-01	3.458055e-01
3.698000e+01	-1.365105e-01	3.954642e-01	-3.004324e-01	3.442003e-01
3.700000e+01	-1.394686e-01	3.970311e-01	-2.999387e-01	3.456746e-01
3.702000e+01	1.249735e-01	6.576485e-01	-2.672703e-01	4.458502e-01
3.704000e+01	1.245103e-01	6.576069e-01	-2.672625e-01	4.458744e-01
3.706000e+01	1.303326e-01	6.550868e-01	-2.677006e-01	4.445066e-01
3.708000e+01	1.259586e-01	6.568248e-01	-2.675699e-01	4.449147e-01
3.710000e+01	1.321768e-01	6.580094e-01	-2.670097e-01	4.466642e-01
3.712000e+01	1.295698e-01	6.563712e-01	-2.676691e-01	4.446050e-01
3.714000e+01	1.320375e-01	6.558379e-01	-2.675033e-01	4.451225e-01
3.716000e+01	1.303622e-01	6.596734e-01	-2.668072e-01	4.472967e-01
3.718000e+01	1.227016e-01	6.566185e-01	-2.673735e-01	4.455280e-01
3.720000e+01	1.252277e-01	6.602763e-01	-2.666004e-01	4.479430e-01
3.722000e+01	5.538184e-02	5.872613e-01	-2.462977e-01	5.116301e-01
3.724000e+01	5.199915e-02	5.866005e-01	-2.465985e-01	5.106853e-01
3.726000e+01	5.511718e-02	5.858543e-01	-2.467333e-01	5.102619e-01
3.728000e+01	5.699300e-02	5.890440e-01	-2.459309e-01	5.127820e-01
3.730000e+01	5.117932e-02	5.861764e-01	-2.465465e-01	5.108486e-01
3.732000e+01	5.697302e-02	5.860715e-01	-2.464382e-01	5.111887e-01
3.734000e+01	5.696377e-02	5.895789e-01	-2.457203e-01	5.134433e-01
3.736000e+01	5.670519e-02	5.876672e-01	-2.462729e-01	5.117081e-01
3.738000e+01	5.800564e-02	5.877677e-01	-2.463228e-01	5.115511e-01
3.740000e+01	5.489635e-02	5.868266e-01	-2.463482e-01	5.114713e-01
3.742000e+01	-3.244694e-02	4.974194e-01	-2.233635e-01	5.832908e-01
3.744000e+01	-2.924743e-02	4.972888e-01	-2.233759e-01	5.832524e-01
3.746000e+01	-2.936161e-02	4.988754e-01	-2.227429e-01	5.852128e-01
3.748000e+01	-3.692270e-02	4.987927e-01	-2.225583e-01	5.857840e-01
3.750000e+01	-3.372755e-02	4.982642e-01	-2.228512e-01	5.848774e-01
3.752000e+01	-3.629238e-02	4.981837e-01	-2.230470e-01	5.842711e-01
3.754000e+01	-3.785708e-02	4.976672e-01	-2.232161e-01	5.837476e-01
3.756000e+01	-3.420472e-02	4.971723e-01	-2.235234e-01	5.827957e-01
3.758000e+01	-3.212228e-02	4.976922e-01	-2.228690e-01	5.848225e-01
3.760000e+01	-3.183072e-02	4.983976e-01	-2.227351e-01	5.852368e-01
3.762000e+01	-1.496077e-01	3.827782e-01	-1.746229e-01	7.280501e-01
3.764000e+01	-1.520959e-01	3.832756e-01	-1.740132e-01	7.297531e-01
3.766000e+01	-1.476095e-01	3.835648e-01	-1.740180e-01	7.297396e-01
3.768000e+01	-1.475785e-01	3.836121e-01	-1.739062e-01	7.300515e-01
3.770000e+01	-1.507776e-01	3.828897e-01	-1.744405e-01	7.285600e-01
3.772000e+01	-1.469037e-01	3.843622e-01	-1.735742e-01	7.309773e-01
3.774000e+01	-1.449060e-01	3.826147e-01	-1.746259e-01	7.280418e-01
