Time [\fm\ns]	x(t)	feedback	x(t-\ft\n)+\ff\n	MZM-out
1.861600e+02	-1.564801e-01	3.402057e-01	-2.454648e-01	5.142458e-01
1.861800e+02	-1.646134e-01	3.397730e-01	-2.455459e-01	5.139911e-01
1.862000e+02	-1.627550e-01	3.395797e-01	-2.456589e-01	5.136363e-01
1.862200e+02	4.615886e-02	5.488138e-01	-2.138348e-01	6.126412e-01
1.862400e+02	4.445490e-02	5.497537e-01	-2.136959e-01	6.130662e-01
1.862600e+02	4.735831e-02	5.476498e-01	-2.145337e-01	6.105008e-01
1.862800e+02	4.392978e-02	5.496664e-01	-2.137412e-01	6.129277e-01
1.863000e+02	4.506796e-02	5.473255e-01	-2.144960e-01	6.106163e-01
1.863200e+02	4.449035e-02	5.486734e-01	-2.141058e-01	6.118114e-01
1.863400e+02	4.381950e-02	5.486372e-01	-2.139520e-01	6.122823e-01
1.863600e+02	4.662975e-02	5.491701e-01	-2.139677e-01	6.122343e-01
1.863800e+02	4.812971e-02	5.475556e-01	-2.142560e-01	6.113514e-01
1.864000e+02	4.481209e-02	5.478769e-01	-2.143646e-01	6.110188e-01
1.864200e+02	1.725868e-01	6.713997e-01	-2.154131e-01	6.078046e-01
1.864400e+02	1.671063e-01	6.706196e-01	-2.155131e-01	6.074979e-01
1.864600e+02	1.701155e-01	6.705958e-01	-2.155896e-01	6.072631e-01
1.864800e+02	1.744409e-01	6.704610e-01	-2.156557e-01	6.070605e-01
1.865000e+02	1.696017e-01	6.728998e-01	-2.148022e-01	6.096781e-01
1.865200e+02	1.702214e-01	6.715451e-01	-2.151048e-01	6.087504e-01
1.865400e+02	1.617457e-01	6.717232e-01	-2.149936e-01	6.090913e-01
1.865600e+02	1.646958e-01	6.727083e-01	-2.150341e-01	6.089669e-01
1.865800e+02	1.674962e-01	6.696806e-01	-2.157940e-01	6.066358e-01
1.866000e+02	1.698274e-01	6.732133e-01	-2.148135e-01	6.096434e-01
1.866200e+02	3.207188e-01	8.211264e-01	-2.137817e-01	6.128036e-01
1.866400e+02	3.183482e-01	8.212959e-01	-2.135994e-01	6.133614e-01
1.866600e+02	3.165301e-01	8.219064e-01	-2.131559e-01	6.147180e-01
1.866800e+02	3.227141e-01	8.229023e-01	-2.133221e-01	6.142097e-01
1.867000e+02	3.196746e-01	8.255020e-01	-2.126667e-01	6.162134e-01
1.867200e+02	3.140623e-01	8.237944e-01	-2.130313e-01	6.150991e-01
1.867400e+02	3.175715e-01	8.207480e-01	-2.139498e-01	6.122890e-01
1.867600e+02	3.128436e-01	8.229393e-01	-2.131492e-01	6.147384e-01
1.867800e+02	3.222620e-01	8.209872e-01	-2.136096e-01	6.133302e-01
1.868000e+02	3.166388e-01	8.219709e-01	-2.135020e-01	6.136595e-01
1.868200e+02	2.452620e-01	7.502449e-01	-1.914384e-01	6.798533e-01
1.868400e+02	2.468850e-01	7.485918e-01	-1.918990e-01	6.785024e-01
1.868600e+02	2.403297e-01	7.490677e-01	-1.918535e-01	6.786359e-01
1.868800e+02	2.428130e-01	7.495502e-01	-1.916132e-01	6.793408e-01
1.869000e+02	2.494908e-01	7.495437e-01	-1.916173e-01	6.793288e-01
1.869200e+02	2.450172e-01	7.484821e-01	-1.919842e-01	6.782523e-01
1.869400e+02	2.440145e-01	7.488873e-01	-1.920066e-01	6.781865e-01
1.869600e+02	2.432410e-01	7.489516e-01	-1.917484e-01	6.789443e-01
1.869800e+02	2.336044e-01	7.481067e-01	-1.921285e-01	6.778288e-01
1.870000e+02	2.421497e-01	7.489917e-01	-1.916575e-01	6.792107e-01
1.870200e+02	2.286072e-01	7.349601e-01	-2.343594e-01	5.490575e-01
1.870400e+02	2.316733e-01	7.357594e-01	-2.344162e-01	5.488797e-01
1.870600e+02	2.261449e-01	7.349465e-01	-2.344190e-01	5.488711e-01
1.870800e+02	2.270820e-01	7.329889e-01	-2.349254e-01	5.472876e-01
1.871000e+02	2.261797e-01	7.332012e-01	-2.350785e-01	5.468087e-01
1.871200e+02	2.271316e-01	7.331914e-01	-2.347720e-01	5.477671e-01
1.871400e+02	2.237877e-01	7.336026e-01	-2.346953e-01	5.480070e-01
1.871600e+02	2.265172e-01	7.328758e-01	-2.350916e-01	5.467676e-01
1.871800e+02	2.294266e-01	7.333768e-01	-2.347811e-01	5.477386e-01
1.872000e+02	2.186644e-01	7.370315e-01	-2.341090e-01	5.498402e-01
1.872200e+02	-7.309057e-03	5.039453e-01	-2.637566e-01	4.568361e-01
1.872400e+02	-6.438446e-03	5.034101e-01	-2.639463e-01	4.562424e-01
1.872600e+02	2.824995e-04	5.055228e-01	-2.633562e-01	4.580894e-01
1.872800e+02	-2.643682e-03	5.043115e-01	-2.638212e-01	4.566340e-01
1.873000e+02	4.251323e-04	5.028279e-01	-2.641582e-01	4.555792e-01
1.873200e+02	-6.102377e-03	5.038175e-01	-2.638021e-01	4.566937e-01
1.873400e+02	-1.327057e-03	5.060471e-01	-2.634668e-01	4.577433e-01
1.873600e+02	-4.845244e-03	5.054702e-01	-2.635574e-01	4.574598e-01
1.873800e+02	-5.081687e-03	5.057772e-01	-2.633391e-01	4.581430e-01
1.874000e+02	-5.478724e-03	5.049532e-01	-2.634552e-01	4.577797e-01
1.874200e+02	-1.272352e-01	3.801054e-01	-2.742510e-01	4.241076e-01
1.874400e+02	-1.237542e-01	3.797814e-01	-2.742326e-01	4.241649e-01
1.874600e+02	-1.303915e-01	3.808650e-01	-2.738911e-01	4.252255e-01
1.874800e+02	-1.233956e-01	3.799232e-01	-2.743764e-01	4.237184e-01
1.875000e+02	-1.306304e-01	3.799599e-01	-2.743254e-01	4.238766e-01
1.875200e+02	-1.275299e-01	3.818480e-01	-2.734891e-01	4.264743e-01
1.875400e+02	-1.261116e-01	3.810352e-01	-2.740497e-01	4.247328e-01
1.875600e+02	-1.192721e-01	3.813285e-01	-2.739014e-01	4.251934e-01
1.875800e+02	-1.239818e-01	3.801161e-01	-2.743105e-01	4.239231e-01
1.876000e+02	-1.294070e-01	3.816173e-01	-2.738992e-01	4.252003e-01
1.876200e+02	-1.922899e-01	3.117658e-01	-2.588577e-01	4.721871e-01
1.876400e+02	-1.869231e-01	3.138897e-01	-2.579550e-01	4.750192e-01
1.876600e+02	-1.976957e-01	3.120603e-01	-2.588332e-01	4.722639e-01
1.876800e+02	-1.988295e-01	3.118686e-01	-2.589539e-01	4.718852e-01
1.877000e+02	-1.984852e-01	3.116343e-01	-2.589868e-01	4.717821e-01
1.877200e+02	-1.938427e-01	3.123727e-01	-2.586164e-01	4.729439e-01
1.877400e+02	-1.982454e-01	3.128434e-01	-2.582886e-01	4.739723e-01
1.877600e+02	-1.907432e-01	3.125434e-01	-2.585588e-01	4.731248e-01
1.877800e+02	-1.930777e-01	3.112181e-01	-2.591563e-01	4.712506e-01
1.878000e+02	-1.904150e-01	3.119270e-01	-2.588442e-01	4.722294e-01
1.878200e+02	-1.352169e-01	3.683843e-01	-2.315818e-01	5.577336e-01
1.878400e+02	-1.338042e-01	3.694300e-01	-2.312323e-01	5.588240e-01
1.878600e+02	-1.357157e-01	3.684710e-01	-2.313280e-01	5.585253e-01
1.878800e+02	-1.357957e-01	3.683577e-01	-2.316386e-01	5.575561e-01
1.879000e+02	-1.363869e-01	3.703305e-01	-2.309358e-01	5.597488e-01
1.879200e+02	-1.370514e-01	3.694658e-01	-2.311246e-01	5.591599e-01
1.879400e+02	-1.337622e-01	3.690473e-01	-2.314371e-01	5.581851e-01
1.879600e+02	-1.366659e-01	3.696087e-01	-2.310524e-01	5.593852e-01
1.879800e+02	-1.344738e-01	3.688583e-01	-2.313407e-01	5.584858e-01
1.880000e+02	-1.365393e-01	3.671376e-01	-2.321357e-01	5.560046e-01
1.880200e+02	1.747567e-01	6.803431e-01	-2.125893e-01	6.164499e-01
1.880400e+02	1.806838e-01	6.827823e-01	-2.117985e-01	6.188646e-01
1.880600e+02	1.722513e-01	6.813372e-01	-2.124225e-01	6.169595e-01
1.880800e+02	1.790600e-01	6.803603e-01	-2.126478e-01	6.162712e-01
1.881000e+02	1.749699e-01	6.816998e-01	-2.123207e-01	6.172704e-01
1.881200e+02	1.751216e-01	6.814381e-01	-2.123987e-01	6.170321e-01
1.881400e+02	1.736971e-01	6.794414e-01	-2.128800e-01	6.155617e-01
1.881600e+02	1.770575e-01	6.798088e-01	-2.127674e-01	6.159056e-01
1.881800e+02	1.725881e-01	6.811766e-01	-2.122295e-01	6.175490e-01
1.882000e+02	1.723756e-01	6.808254e-01	-2.123060e-01	6.173153e-01
1.882200e+02	2.308796e-01	7.387276e-01	-1.950978e-01	6.690799e-01
1.882400e+02	2.260653e-01	7.359773e-01	-1.960541e-01	6.662495e-01
1.882600e+02	2.298048e-01	7.354192e-01	-1.960236e-01	6.663399e-01
1.882800e+02	2.306609e-01	7.366178e-01	-1.957052e-01	6.672828e-01
1.883000e+02	2.314599e-01	7.354753e-01	-1.959773e-01	6.664770e-01
1.883200e+02	2.322318e-01	7.377578e-01	-1.954104e-01	6.681553e-01
1.883400e+02	2.265221e-01	7.359150e-01	-1.957708e-01	6.670886e-01
1.883600e+02	2.239443e-01	7.359214e-01	-1.959518e-01	6.665526e-01
1.883800e+02	2.225654e-01	7.350483e-01	-1.960096e-01	6.663813e-01
1.884000e+02	2.270221e-01	7.373130e-01	-1.954179e-01	6.681330e-01
1.884200e+02	1.922419e-01	6.990071e-01	-2.430949e-01	5.216863e-01
1.884400e+02	1.969415e-01	7.009644e-01	-2.425448e-01	5.234128e-01
1.884600e+02	1.919086e-01	7.015690e-01	-2.422990e-01	5.241840e-01
1.884800e+02	1.914596e-01	6.995118e-01	-2.428552e-01	5.224384e-01
1.885000e+02	1.911560e-01	6.990134e-01	-2.431110e-01	5.216356e-01
1.885200e+02	1.890729e-01	6.986389e-01	-2.431430e-01	5.215352e-01
1.885400e+02	1.905564e-01	7.002004e-01	-2.427775e-01	5.226824e-01
1.885600e+02	1.889025e-01	7.011196e-01	-2.425586e-01	5.233692e-01
1.885800e+02	1.855388e-01	6.988195e-01	-2.431324e-01	5.215686e-01
1.886000e+02	1.923859e-01	7.005403e-01	-2.426685e-01	5.230246e-01
1.886200e+02	8.372401e-02	5.920825e-01	-2.385509e-01	5.359375e-01
1.886400e+02	8.211297e-02	5.886586e-01	-2.393726e-01	5.333621e-01
1.886600e+02	8.046002e-02	5.880707e-01	-2.395452e-01	5.328212e-01
1.886800e+02	8.317122e-02	5.910614e-01	-2.386379e-01	5.356646e-01
1.887000e+02	7.865309e-02	5.881640e-01	-2.395760e-01	5.327247e-01
1.887200e+02	8.464288e-02	5.895194e-01	-2.391602e-01	5.340280e-01
1.887400e+02	8.414137e-02	5.891552e-01	-2.392751e-01	5.336679e-01
1.887600e+02	8.049804e-02	5.888806e-01	-2.394227e-01	5.332052e-01
1.887800e+02	8.199456e-02	5.871144e-01	-2.399314e-01	5.316104e-01
1.888000e+02	8.265678e-02	5.896793e-01	-2.392209e-01	5.338376e-01
1.888200e+02	4.948069e-02	5.571505e-01	-2.108101e-01	6.218783e-01
1.888400e+02	5.118001e-02	5.571901e-01	-2.109834e-01	6.213501e-01
1.888600e+02	5.167002e-02	5.577904e-01	-2.107874e-01	6.219474e-01
1.888800e+02	4.921334e-02	5.581902e-01	-2.106225e-01	6.224499e-01
1.889000e+02	4.987078e-02	5.569941e-01	-2.110433e-01	6.211677e-01
1.889200e+02	4.872993e-02	5.563487e-01	-2.112449e-01	6.205531e-01
1.889400e+02	5.141446e-02	5.572825e-01	-2.108268e-01	6.218275e-01
1.889600e+02	4.664171e-02	5.576242e-01	-2.108680e-01	6.217020e-01
1.889800e+02	4.789036e-02	5.574749e-01	-2.108095e-01	6.218801e-01
1.890000e+02	5.170275e-02	5.570991e-01	-2.111111e-01	6.209610e-01
1.890200e+02	3.008586e-02	5.366940e-01	-2.542410e-01	4.866782e-01
1.890400e+02	2.769822e-02	5.350405e-01	-2.547287e-01	4.851467e-01
1.890600e+02	2.966841e-02	5.352024e-01	-2.548640e-01	4.847218e-01
1.890800e+02	3.096327e-02	5.377336e-01	-2.542613e-01	4.866144e-01
1.891000e+02	2.502891e-02	5.370895e-01	-2.542522e-01	4.866430e-01
1.891200e+02	3.222129e-02	5.373110e-01	-2.541442e-01	4.869821e-01
1.891400e+02	3.111497e-02	5.363507e-01	-2.546060e-01	4.855319e-01
1.891600e+02	2.903704e-02	5.357009e-01	-2.546322e-01	4.854494e-01
1.891800e+02	3.473070e-02	5.370946e-01	-2.540690e-01	4.872184e-01
1.892000e+02	2.601795e-02	5.365413e-01	-2.546533e-01	4.853834e-01
1.892200e+02	1.474617e-02	5.255551e-01	-2.576442e-01	4.759943e-01
1.892400e+02	1.463919e-02	5.260439e-01	-2.575995e-01	4.761346e-01
1.892600e+02	1.674737e-02	5.257512e-01	-2.574058e-01	4.767425e-01
1.892800e+02	1.537117e-02	5.242552e-01	-2.580016e-01	4.748727e-01
1.893000e+02	1.530600e-02	5.261039e-01	-2.573606e-01	4.768843e-01
1.893200e+02	1.252643e-02	5.250111e-01	-2.576621e-01	4.759380e-01
1.893400e+02	1.506520e-02	5.258794e-01	-2.574734e-01	4.765303e-01
1.893600e+02	1.089006e-02	5.261890e-01	-2.573564e-01	4.768973e-01
1.893800e+02	1.599929e-02	5.245493e-01	-2.579751e-01	4.749558e-01
1.894000e+02	1.755346e-02	5.260671e-01	-2.573925e-01	4.767842e-01
1.894200e+02	-5.787103e-02	4.546793e-01	-1.887814e-01	6.876163e-01
1.894400e+02	-5.771340e-02	4.522524e-01	-1.899978e-01	6.840687e-01
1.894600e+02	-5.706893e-02	4.529751e-01	-1.894662e-01	6.856205e-01
1.894800e+02	-6.017319e-02	4.525307e-01	-1.896792e-01	6.849989e-01
1.895000e+02	-5.418961e-02	4.521679e-01	-1.897596e-01	6.847642e-01
1.895200e+02	-6.080012e-02	4.525526e-01	-1.895512e-01	6.853725e-01
1.895400e+02	-5.769660e-02	4.532378e-01	-1.893252e-01	6.860316e-01
1.895600e+02	-5.132960e-02	4.528600e-01	-1.894406e-01	6.856952e-01
1.895800e+02	-5.730223e-02	4.534158e-01	-1.892907e-01	6.861323e-01
1.896000e+02	-5.519275e-02	4.537508e-01	-1.890475e-01	6.868413e-01
1.896200e+02	2.503762e-01	7.630964e-01	-2.277415e-01	5.696993e-01
1.896400e+02	2.550930e-01	7.643238e-01	-2.275513e-01	5.702910e-01
1.896600e+02	2.532037e-01	7.628031e-01	-2.275554e-01	5.702783e-01
1.896800e+02	2.567241e-01	7.673115e-01	-2.267681e-01	5.727263e-01
1.897000e+02	2.551057e-01	7.683551e-01	-2.265331e-01	5.734565e-01
1.897200e+02	2.544914e-01	7.641210e-01	-2.273360e-01	5.709607e-01
1.897400e+02	2.613304e-01	7.650727e-01	-2.271718e-01	5.714711e-01
1.897600e+02	2.557669e-01	7.665857e-01	-2.269402e-01	5.721912e-01
1.897800e+02	2.542893e-01	7.642643e-01	-2.273917e-01	5.707876e-01
1.898000e+02	2.555668e-01	7.657355e-01	-2.273006e-01	5.710708e-01
1.898200e+02	1.491651e-01	6.596026e-01	-2.523668e-01	4.925648e-01
1.898400e+02	1.521286e-01	6.588710e-01	-2.527028e-01	4.915094e-01
1.898600e+02	1.481525e-01	6.616087e-01	-2.519403e-01	4.939045e-01
1.898800e+02	1.427954e-01	6.543147e-01	-2.536278e-01	4.886038e-01
1.899000e+02	1.455466e-01	6.599269e-01	-2.522658e-01	4.928821e-01
1.899200e+02	1.508335e-01	6.569402e-01	-2.531207e-01	4.901968e-01
1.899400e+02	1.521365e-01	6.590839e-01	-2.524801e-01	4.922090e-01
1.899600e+02	1.393220e-01	6.563380e-01	-2.531773e-01	4.900188e-01
1.899800e+02	1.411087e-01	6.581116e-01	-2.526717e-01	4.916069e-01
1.900000e+02	1.449487e-01	6.567949e-01	-2.532465e-01	4.898014e-01
1.900200e+02	9.858246e-02	6.059643e-01	-2.648293e-01	4.534797e-01
1.900400e+02	1.011451e-01	6.057170e-01	-2.649331e-01	4.531551e-01
1.900600e+02	9.360907e-02	6.027404e-01	-2.654486e-01	4.515430e-01
1.900800e+02	9.506158e-02	6.069177e-01	-2.644534e-01	4.546556e-01
1.901000e+02	9.733131e-02	6.057026e-01	-2.647293e-01	4.537926e-01
1.901200e+02	9.807662e-02	6.070949e-01	-2.645693e-01	4.542930e-01
1.901400e+02	9.834849e-02	6.093546e-01	-2.640066e-01	4.560538e-01
1.901600e+02	9.537909e-02	6.060578e-01	-2.646869e-01	4.539252e-01
1.901800e+02	8.760191e-02	6.048178e-01	-2.648488e-01	4.534186e-01
1.902000e+02	9.385075e-02	6.051680e-01	-2.652345e-01	4.522126e-01
1.902200e+02	4.377239e-01	9.491020e-01	-2.507363e-01	4.976867e-01
1.902400e+02	4.436654e-01	9.504854e-01	-2.506555e-01	4.979408e-01
1.902600e+02	4.415078e-01	9.540247e-01	-2.501572e-01	4.995061e-01
1.902800e+02	4.401443e-01	9.502454e-01	-2.505070e-01	4.984071e-01
1.903000e+02	4.367588e-01	9.509130e-01	-2.506033e-01	4.981047e-01
1.903200e+02	4.353247e-01	9.531777e-01	-2.502293e-01	4.992798e-01
1.903400e+02	4.413188e-01	9.574542e-01	-2.492688e-01	5.022970e-01
1.903600e+02	4.386331e-01	9.509761e-01	-2.504069e-01	4.987218e-01
1.903800e+02	4.294125e-01	9.509322e-01	-2.503377e-01	4.989392e-01
1.904000e+02	4.403915e-01	9.486138e-01	-2.510311e-01	4.967608e-01
1.904200e+02	1.425477e-01	6.546406e-01	-2.531507e-01	4.901025e-01
1.904400e+02	1.407329e-01	6.540993e-01	-2.534199e-01	4.892568e-01
1.904600e+02	1.408170e-01	6.527988e-01	-2.537671e-01	4.881664e-01
1.904800e+02	1.373948e-01	6.518268e-01	-2.537158e-01	4.883275e-01
1.905000e+02	1.403394e-01	6.546178e-01	-2.531940e-01	4.899665e-01
1.905200e+02	1.353205e-01	6.537094e-01	-2.534054e-01	4.893024e-01
1.905400e+02	1.422079e-01	6.507372e-01	-2.539372e-01	4.876321e-01
1.905600e+02	1.327435e-01	6.536256e-01	-2.531951e-01	4.899630e-01
1.905800e+02	1.309453e-01	6.538238e-01	-2.533186e-01	4.895751e-01
1.906000e+02	1.375182e-01	6.564564e-01	-2.525914e-01	4.918592e-01
1.906200e+02	5.300274e-01	1.046980e+00	-2.345750e-01	5.483832e-01
1.906400e+02	5.357335e-01	1.048238e+00	-2.339623e-01	5.502988e-01
1.906600e+02	5.343095e-01	1.049580e+00	-2.339023e-01	5.504861e-01
1.906800e+02	5.315419e-01	1.048098e+00	-2.344269e-01	5.488464e-01
1.907000e+02	5.279372e-01	1.051105e+00	-2.338439e-01	5.506688e-01
1.907200e+02	5.323536e-01	1.050914e+00	-2.340513e-01	5.500204e-01
1.907400e+02	5.330192e-01	1.050124e+00	-2.340651e-01	5.499773e-01
1.907600e+02	5.286046e-01	1.050748e+00	-2.341621e-01	5.496742e-01
1.907800e+02	5.266621e-01	1.047537e+00	-2.342311e-01	5.494583e-01
1.908000e+02	5.295423e-01	1.050913e+00	-2.339346e-01	5.503853e-01
1.908200e+02	-1.317658e-01	3.857370e-01	-2.244234e-01	5.800058e-01
1.908400e+02	-1.322612e-01	3.852175e-01	-2.246271e-01	5.793741e-01
1.908600e+02	-1.351736e-01	3.876412e-01	-2.232692e-01	5.835829e-01
1.908800e+02	-1.324284e-01	3.852463e-01	-2.244869e-01	5.798090e-01
1.909000e+02	-1.383297e-01	3.851715e-01	-2.245731e-01	5.795416e-01
1.909200e+02	-1.345985e-01	3.866549e-01	-2.239791e-01	5.813832e-01
1.909400e+02	-1.372387e-01	3.870469e-01	-2.235606e-01	5.826804e-01
1.909600e+02	-1.276546e-01	3.863900e-01	-2.240841e-01	5.810579e-01
1.909800e+02	-1.290528e-01	3.863733e-01	-2.239500e-01	5.814736e-01
1.910000e+02	-1.318172e-01	3.863423e-01	-2.239802e-01	5.813801e-01
1.910200e+02	-1.574122e-01	3.559641e-01	-2.387728e-01	5.352420e-01
1.910400e+02	-1.639811e-01	3.555945e-01	-2.387585e-01	5.352868e-01
1.910600e+02	-1.673970e-01	3.561748e-01	-2.387718e-01	5.352451e-01
1.910800e+02	-1.667638e-01	3.547410e-01	-2.392988e-01	5.335936e-01
1.911000e+02	-1.584845e-01	3.561287e-01	-2.386259e-01	5.357025e-01
1.911200e+02	-1.572716e-01	3.563335e-01	-2.385370e-01	5.359808e-01
1.911400e+02	-1.615759e-01	3.564993e-01	-2.382882e-01	5.367606e-01
1.911600e+02	-1.582969e-01	3.559081e-01	-2.387504e-01	5.353121e-01
1.911800e+02	-1.642779e-01	3.556363e-01	-2.387470e-01	5.353229e-01
1.912000e+02	-1.645801e-01	3.559956e-01	-2.386753e-01	5.355476e-01
1.912200e+02	2.335027e-01	7.535339e-01	-2.293065e-01	5.648276e-01
1.912400e+02	2.360714e-01	7.527992e-01	-2.296264e-01	5.638309e-01
1.912600e+02	2.352519e-01	7.514335e-01	-2.298601e-01	5.631027e-01
1.912800e+02	2.377601e-01	7.515721e-01	-2.297504e-01	5.634447e-01
1.913000e+02	2.367779e-01	7.537473e-01	-2.292750e-01	5.649256e-01
1.913200e+02	2.358779e-01	7.534133e-01	-2.294803e-01	5.642861e-01
1.913400e+02	2.331865e-01	7.509286e-01	-2.300390e-01	5.625451e-01
1.913600e+02	2.352885e-01	7.563924e-01	-2.286221e-01	5.669588e-01
1.913800e+02	2.375425e-01	7.542472e-01	-2.290074e-01	5.657590e-01
1.914000e+02	2.406679e-01	7.536374e-01	-2.295460e-01	5.640815e-01
1.914200e+02	-4.753370e-01	4.487171e-02	-2.530917e-01	4.902878e-01
1.914400e+02	-4.725729e-01	4.487125e-02	-2.528737e-01	4.909726e-01
1.914600e+02	-4.736797e-01	4.499269e-02	-2.527954e-01	4.912185e-01
1.914800e+02	-4.787850e-01	4.475962e-02	-2.535241e-01	4.889297e-01
1.915000e+02	-4.758346e-01	4.491191e-02	-2.530247e-01	4.904982e-01
1.915200e+02	-4.756143e-01	4.501527e-02	-2.524618e-01	4.922663e-01
1.915400e+02	-4.740300e-01	4.483552e-02	-2.533800e-01	4.893822e-01
1.915600e+02	-4.770751e-01	4.487072e-02	-2.532553e-01	4.897739e-01
1.915800e+02	-4.726880e-01	4.483787e-02	-2.529435e-01	4.907532e-01
1.916000e+02	-4.740830e-01	4.478713e-02	-2.533176e-01	4.895783e-01
1.916200e+02	1.095770e-01	6.211646e-01	-2.610801e-01	4.652189e-01
1.916400e+02	1.050510e-01	6.226369e-01	-2.605972e-01	4.667326e-01
1.916600e+02	1.051810e-01	6.207228e-01	-2.608736e-01	4.658661e-01
1.916800e+02	1.041216e-01	6.197292e-01	-2.613113e-01	4.644944e-01
1.917000e+02	1.030123e-01	6.229756e-01	-2.607473e-01	4.662619e-01
1.917200e+02	9.963954e-02	6.200564e-01	-2.613544e-01	4.643593e-01
1.917400e+02	1.048214e-01	6.221439e-01	-2.606618e-01	4.665301e-01
1.917600e+02	1.089741e-01	6.226903e-01	-2.607648e-01	4.662071e-01
1.917800e+02	9.966723e-02	6.219739e-01	-2.611680e-01	4.649433e-01
1.918000e+02	1.077493e-01	6.219672e-01	-2.609082e-01	4.657576e-01
1.918200e+02	4.258577e-01	9.410075e-01	-2.522594e-01	4.929021e-01
1.918400e+02	4.228861e-01	9.429818e-01	-2.519621e-01	4.938361e-01
1.918600e+02	4.259597e-01	9.420897e-01	-2.519316e-01	4.939319e-01
1.918800e+02	4.272807e-01	9.430437e-01	-2.520692e-01	4.934995e-01
1.919000e+02	4.217196e-01	9.414346e-01	-2.523273e-01	4.926889e-01
1.919200e+02	4.245969e-01	9.398274e-01	-2.523657e-01	4.925682e-01
1.919400e+02	4.231876e-01	9.416662e-01	-2.522093e-01	4.930595e-01
1.919600e+02	4.158522e-01	9.407677e-01	-2.523239e-01	4.926995e-01
1.919800e+02	4.233467e-01	9.428799e-01	-2.517417e-01	4.945284e-01
1.920000e+02	4.208620e-01	9.420340e-01	-2.518512e-01	4.941843e-01
1.920200e+02	1.346157e-01	6.569172e-01	-2.525607e-01	4.919557e-01
1.920400e+02	1.293743e-01	6.563020e-01	-2.527470e-01	4.913705e-01
1.920600e+02	1.307116e-01	6.569093e-01	-2.526802e-01	4.915802e-01
1.920800e+02	1.385709e-01	6.589974e-01	-2.520613e-01	4.935245e-01
1.921000e+02	1.433381e-01	6.551269e-01	-2.527858e-01	4.912485e-01
1.921200e+02	1.392814e-01	6.580504e-01	-2.523453e-01	4.926323e-01
1.921400e+02	1.339000e-01	6.559948e-01	-2.526488e-01	4.916789e-01
1.921600e+02	1.391842e-01	6.544020e-01	-2.531630e-01	4.900639e-01
1.921800e+02	1.385728e-01	6.568353e-01	-2.526735e-01	4.916014e-01
1.922000e+02	1.342487e-01	6.553290e-01	-2.527887e-01	4.912396e-01
1.922200e+02	9.385820e-02	6.180690e-01	-2.619086e-01	4.626229e-01
1.922400e+02	9.109580e-02	6.200095e-01	-2.613512e-01	4.643692e-01
1.922600e+02	1.007928e-01	6.211194e-01	-2.610808e-01	4.652168e-01
1.922800e+02	1.047343e-01	6.214984e-01	-2.608410e-01	4.659684e-01
1.923000e+02	1.010908e-01	6.193315e-01	-2.612383e-01	4.647233e-01
1.923200e+02	9.985929e-02	6.235963e-01	-2.604960e-01	4.670497e-01
1.923400e+02	1.034401e-01	6.205662e-01	-2.610782e-01	4.652248e-01
1.923600e+02	1.019960e-01	6.224492e-01	-2.608408e-01	4.659690e-01
1.923800e+02	1.023927e-01	6.217337e-01	-2.609459e-01	4.656395e-01
1.924000e+02	9.825486e-02	6.241002e-01	-2.603586e-01	4.674804e-01
1.924200e+02	4.531884e-01	9.776102e-01	-2.462054e-01	5.119199e-01
1.924400e+02	4.570003e-01	9.752430e-01	-2.466420e-01	5.105486e-01
1.924600e+02	4.507524e-01	9.750083e-01	-2.465575e-01	5.108140e-01
1.924800e+02	4.528490e-01	9.737481e-01	-2.466877e-01	5.104051e-01
1.925000e+02	4.501440e-01	9.734763e-01	-2.466292e-01	5.105889e-01
1.925200e+02	4.517595e-01	9.754106e-01	-2.463080e-01	5.115977e-01
1.925400e+02	4.560116e-01	9.732701e-01	-2.468155e-01	5.100036e-01
1.925600e+02	4.468773e-01	9.729387e-01	-2.469027e-01	5.097297e-01
1.925800e+02	4.548228e-01	9.719630e-01	-2.469433e-01	5.096024e-01
1.926000e+02	4.529753e-01	9.735583e-01	-2.467124e-01	5.103275e-01
1.926200e+02	1.359850e-01	6.619880e-01	-2.512630e-01	4.960321e-01
1.926400e+02	1.388461e-01	6.621086e-01	-2.513092e-01	4.958869e-01
1.926600e+02	1.361292e-01	6.596249e-01	-2.520265e-01	4.936337e-01
1.926800e+02	1.405743e-01	6.621431e-01	-2.514685e-01	4.953867e-01
1.927000e+02	1.383345e-01	6.631904e-01	-2.512187e-01	4.961714e-01
1.927200e+02	1.363122e-01	6.619490e-01	-2.514023e-01	4.955946e-01
1.927400e+02	1.302372e-01	6.611735e-01	-2.514594e-01	4.954151e-01
1.927600e+02	1.423017e-01	6.634884e-01	-2.509931e-01	4.968802e-01
1.927800e+02	1.343205e-01	6.601447e-01	-2.515624e-01	4.950918e-01
1.928000e+02	1.382560e-01	6.628915e-01	-2.510760e-01	4.966197e-01
1.928200e+02	1.230994e-01	6.491098e-01	-2.545375e-01	4.857469e-01
1.928400e+02	1.213640e-01	6.465959e-01	-2.549224e-01	4.845383e-01
1.928600e+02	1.268510e-01	6.468504e-01	-2.548652e-01	4.847178e-01
1.928800e+02	1.243075e-01	6.476993e-01	-2.546412e-01	4.854214e-01
1.929000e+02	1.197498e-01	6.502386e-01	-2.541021e-01	4.871144e-01
